spicountrycode,spiyear,inv_inf,inv_tur,inv_san
BGD,2018,12.130233836984083,0.9436309545041175,0.5782265424281083
BGD,2019,13.763993094138131,0.7166646991662993,0.4744348480603276
BGD,2020,16.29547439075859,0.729590912714796,0.5828679802658372
BGD,2021,14.504708203871845,0.7068366975261229,0.5280916477946227
BGD,2022,11.668267983812049,0.8337451715722796,0.5722488095727338
BRB,2011,19.634508942793182,1.249754193052419,0.8396831985669507
BRB,2012,19.364281965205684,1.3156511370744153,0.9537480725187061
BRB,2013,22.004891075536857,1.08492340806563,0.86872715318448
BRB,2014,21.464896833370858,1.0399970714377769,1.0870063742098373
BRB,2015,22.511399675690907,1.0766788597823531,0.7678461410756539
BRB,2016,20.09313021872412,1.1411538446886704,0.8905410418377049
BRB,2017,20.460679966975395,1.2306758639731783,0.9316823457170883
BRB,2018,20.270185690467557,1.279780401366396,0.8216234266274813
BRB,2019,22.390405822928702,1.3940803186653723,1.0048154022822278
BRB,2020,27.01467414000523,1.4624406160118169,1.0318619410106527
BRB,2021,24.754883364341875,1.064872311854436,0.8413646966062794
BRB,2022,22.472378447669133,1.3381464546337258,1.1902014167772197
BLR,2011,17.4177326985602,0.9516150677075161,0.8079875903511754
BLR,2012,18.665034140744513,0.9131309014352533,0.8335108368533466
BLR,2013,21.89629029268366,1.012032682798544,0.7493785520249466
BLR,2014,17.931207167182144,1.0177083873478354,0.6345478325009113
BLR,2015,18.65566485449096,1.0159412083143444,0.7817295710512384
BLR,2016,21.78569711181177,1.2270949551540564,0.8228359402765479
BLR,2017,19.527233413197386,1.1311280628832514,0.8629187335983157
BLR,2018,21.608537299387287,1.6087353130187219,0.8283273975571855
BLR,2019,19.464085329456065,1.0117972699316735,0.7763169588121221
BLR,2020,21.530346630530467,1.005294817705391,1.1182608661997981
BLR,2021,22.889235439068372,1.1041534659575027,0.8031232813544509
BLR,2022,20.179657719666913,1.1308956824429264,0.8198036588548746
BEL,2011,25.278347814747367,1.6471708640758016,0.9995993798484138
BEL,2012,23.17873861416913,1.5945823787849418,1.1215530757349472
BEL,2013,24.508329165595676,1.6193177930845273,0.9489251245557526
BEL,2014,21.15234013603368,1.3306915735457365,1.0120599493837998
BEL,2015,21.406785786411888,1.1266765750749888,1.036937834635253
BEL,2016,27.994346300608772,1.4231930746761976,1.3051007779613435
BEL,2017,24.469841739718287,1.314314877694523,1.216158724960033
BEL,2018,22.667599888712314,1.3846049612403204,1.1421602743072485
BEL,2019,21.18718462177462,1.3363937350245416,1.1845358647460311
BEL,2020,25.230304178401983,1.4606404032788451,1.1393061547404262
BEL,2021,27.02160479360999,1.3174937169418048,1.0647041269018138
BEL,2022,24.59671058714705,1.4511581338032076,1.2019339334772956
BEN,2011,11.902080196737856,0.6097295036032332,0.5173540439866664
BEN,2012,11.150841332529339,0.6867471804667792,0.4403790107095209
BEN,2013,11.895816465325721,0.6863293164955545,0.4708822424683536
BEN,2014,12.80415758725013,0.5617423300337557,0.5114144816253763
BEN,2015,12.264971812191233,0.6488547979919542,0.4538260373929934
BEN,2016,12.079141248191377,0.654880957097672,0.5571392668761849
BEN,2017,13.54659435694154,0.643606766996098,0.4827263970854504
BEN,2018,14.250326311696234,0.5987436215311654,0.5511599101236436
BEN,2019,13.59943451624031,0.6642899059647481,0.5675960640155086
BEN,2020,16.286433484851695,0.7980298864184344,0.5637637879600066
BEN,2021,14.07156603675151,0.7015801846655012,0.5643983625675388
BEN,2022,13.951983299090173,0.7361344249997276,0.5975497797222908
BTN,2011,11.9357553037091,0.7719009743114323,0.6649366561646477
BTN,2012,14.367900494964978,0.7662169107219133,0.6796940418369646
BTN,2013,13.108708473243134,0.941827187817676,0.6950485089241508
BTN,2014,14.382002491155724,0.8940030522220003,0.7114923926896779
BTN,2015,16.0188040519675,0.882754533799316,0.6771622372163859
BTN,2016,16.81425826878686,0.9130850456621025,0.676947976267801
BTN,2017,17.783631818983356,0.8858941849232148,0.6667880387443613
BTN,2018,16.69246529534445,0.9247723797973868,0.6494034522733794
BTN,2019,18.316226161174736,0.8636892809861478,0.6428912790643052
BTN,2020,15.899898672107781,0.9788192384115577,0.7828459674392289
BTN,2021,20.499383980674928,0.936558145489487,0.6747358340690786
BTN,2022,20.418074958348463,1.1326787818388546,0.7679703795433908
BOL,2011,16.21694313099423,0.8238380264346953,0.6622724216548854
BOL,2012,20.2671112488349,0.8403887045385914,0.6510729001480977
BOL,2013,17.930683103164412,0.7676102290878452,0.6510676022179038
BOL,2014,18.452886208969417,0.846709307193733,0.7688493560923905
BOL,2015,15.666557932768585,0.8504231160046148,0.7213638778497414
BOL,2016,17.061182528833292,0.9625146984526893,0.6155702264096254
BOL,2017,19.29635010516239,0.9855890887511359,0.7109263360131108
BOL,2018,17.852019336539964,1.0927076504743074,0.7797900426764455
BOL,2019,17.411008345695343,0.9290279018689814,0.6442038700674911
BOL,2020,17.974623746720933,0.9026545739955459,0.6942984928603332
BOL,2021,19.449109594103813,0.9239218840840617,0.7570400700782332
BOL,2022,19.183584440729476,1.1898693682559716,0.775722617070624
BIH,2011,16.139784998787768,1.0201681517714951,0.7346154864345711
BIH,2012,19.15426504720622,1.1077493937178569,0.7746338356595143
BIH,2013,17.807587904913426,1.00244425079889,0.8974714315880019
BIH,2014,14.772955967478227,1.044996864591948,0.7060670305600493
BIH,2015,17.916804141381512,1.089707822665476,0.7975723514803527
BIH,2016,20.618188181461925,1.078663211691279,0.8280525969435186
BIH,2017,19.83845652626734,1.1540084974083096,0.771319878932555
BIH,2018,21.314415304994363,1.0156452268800626,0.8130536994407912
BIH,2019,18.765565982300586,1.0181503144461985,0.8255910378412719
BIH,2020,18.731441409902743,0.9017904124498933,0.7344210661170137
BIH,2021,16.689123210109123,1.0800025659210586,0.8695664552231466
BIH,2022,19.502171427659526,1.2603813650242481,0.7560664724885204
BWA,2011,14.648590842012917,0.7657087301792329,0.6637854017059552
BWA,2012,16.79557026651,0.646522268179895,0.6066324945472941
BWA,2013,19.153654958704298,0.8658654789454362,0.6455222161817501
BWA,2014,18.589278380067142,0.8861605333464347,0.7301814237040885
BWA,2015,13.142706399111196,0.851330325370496,0.761671423218496
BWA,2016,16.527672171763918,1.117367662068203,0.7959257880419068
BWA,2017,17.025715180337446,0.9986434988461994,0.7482692067133997
BWA,2018,23.34892336907126,0.8611664176728511,0.7342666700131355
BWA,2019,17.993062716382855,0.834501526061253,0.665583712229699
BWA,2020,17.488595397370855,0.9136288228569464,0.7975001105219033
BWA,2021,19.779394016319745,0.8015222460210755,0.7085439876731966
BWA,2022,16.41092915526343,1.0037245643424668,0.7683703607534831
BRA,2011,15.277019115910885,1.00945668881339,0.7181680417425015
BRA,2012,19.875717440527232,1.126059340194016,0.8284933365688172
BRA,2013,22.339843950555174,1.0119168029221854,0.7417443189720714
BRA,2014,20.931304007049768,1.0067053614493375,0.7925275452857196
BRA,2015,19.098370688967886,1.1561582232814063,0.8752108547528721
BRA,2016,18.211858037098626,1.0061681634606656,0.8046863361469154
BRA,2017,22.380306318378302,1.2092799992143466,0.7410817753720486
BRA,2018,23.665020668865516,1.0524254837733307,0.9133487355367875
BRA,2019,21.67038960013118,1.1772500997208037,0.912679900790621
BRA,2020,18.99529957799659,1.1520941406531133,0.8144310287915983
BRA,2021,17.10890646535153,0.9801939182492716,0.8055290584375407
BRA,2022,20.986638742802658,1.4381503497376824,0.9465557639621187
BGR,2011,19.681264169430115,1.0464251074929085,0.7720244794858425
BGR,2012,20.42994892369815,0.9816465709468714,0.8028038495933006
BGR,2013,24.674080426022183,1.2136255340507107,0.8873179788870038
BGR,2014,21.935330777024365,1.0230960595917682,0.8534745634875612
BGR,2015,19.78208434680585,1.1268963929221822,0.8868803590291295
BGR,2016,19.65341496049441,1.3510279875422868,0.8976190086782962
BGR,2017,21.798151365860413,1.2058784209336368,0.8334844906814716
BGR,2018,20.82732347741148,1.110619336262124,1.1910850056771425
BGR,2019,26.614965763368847,1.1413515006728874,1.027983016832577
BGR,2020,23.52821531046949,1.110612038572876,0.9294436529858365
BGR,2021,22.67845635418999,1.6952962089017416,0.8882693826861988
BGR,2022,22.801761724025816,1.381012392861388,0.8240421326035936
BFA,2011,7.8019222683975595,0.5672121504719178,0.3944892154361772
BFA,2012,11.259839758990621,0.5586407393472161,0.38288843826933827
BFA,2013,7.8510340184729035,0.5141839752000776,0.4224997259061215
BFA,2014,10.582178277374444,0.6345889154349801,0.35062945077932606
BFA,2015,12.071157904431068,0.6222064660048088,0.4109232261394096
BFA,2016,10.08154660512372,0.5975330235366018,0.4294049114463258
BFA,2017,10.080746307517956,0.5005300807394978,0.4677860824848276
BFA,2018,12.562438301678991,0.5719277146199331,0.4210451579554287
BFA,2019,10.332149278852361,0.6300384525382136,0.4927083141704118
BFA,2020,13.426516017695876,0.6147772539096306,0.7023549522475155
BFA,2021,12.067139817851835,0.5695022776869927,0.5439159525834276
BFA,2022,12.906684949484955,0.5799408515428255,0.5370862733953827
BDI,2011,7.857001448538876,0.43754721532427254,0.260841725082138
BDI,2012,7.107368730800822,0.43629577610675624,0.2918385069128401
BDI,2013,6.156808575131331,0.4527026365597867,0.372938537906559
BDI,2014,6.912506701176557,0.437735350102593,0.2644199194977227
BDI,2015,6.710436014047052,0.4023546072899355,0.32962401364587884
BDI,2016,6.923568300388233,0.3474965869262751,0.35726598112736835
BDI,2017,7.461182099205097,0.39877933154260203,0.43276169821702276
BDI,2018,9.172464757048688,0.4323936302672362,0.4043720838105582
BDI,2019,9.729446300945867,0.37833284943334067,0.30028554259741097
BDI,2020,8.57508939603432,0.45553593769516554,0.34795806905783294
BDI,2021,8.87615356330332,0.4657136305897391,0.32561365052239577
BDI,2022,7.316217000165473,0.45602727942255034,0.42758788727217256
CPV,2011,17.96650948884127,0.9373089333165767,0.6656266385577727
CPV,2012,21.878093909547683,0.9794360458343447,0.6902295133644933
CPV,2013,18.856310318963917,0.8317881728287254,0.7671280354617015
CPV,2014,18.020687478083826,0.7652903325535017,0.7478106679787563
CPV,2015,17.246457531560928,1.0039493698313744,0.7862899449639311
CPV,2016,14.77016800556161,0.9515359510385555,0.7394074244385456
CPV,2017,18.233161681784708,0.9811007559746968,0.8048252976257687
CPV,2018,19.825107349163726,0.9840038829074919,0.8694837505921396
CPV,2019,18.011233616863493,0.968754324178184,0.9113251193749764
CPV,2020,19.479171761041414,1.0751136152861682,0.7609254409210239
CPV,2021,20.09361460031478,0.8952277348642291,0.8343325622261768
CPV,2022,18.223144860428814,0.905019579906651,0.7170451170417628
KHM,2011,9.768667208242428,0.577959522517164,0.45270251169202197
KHM,2012,10.901546228665252,0.6316633896054766,0.4230311129012798
KHM,2013,12.531409383243012,0.5897525648666565,0.43720157010506744
KHM,2014,10.040038599056617,0.58132225564108575,0.6599361188326052
KHM,2015,11.429662214842974,0.7235801243860589,0.5565663831273843
KHM,2016,12.804539015795678,0.6849761191295265,0.5336518286986413
KHM,2017,13.366698391322299,0.6035538048248623,0.5102993943187062
KHM,2018,12.913829114632533,0.6969669091743929,0.5679159822985399
KHM,2019,13.850334301994288,0.6569137409266914,0.6414058909477
KHM,2020,10.500521401047504,0.717494306698758,0.5529022171474957
KHM,2021,14.545005173497753,0.8239636204400532,0.5461008744764267
KHM,2022,13.15107708653542,0.7132166181305368,0.5325959278519777
CMR,2011,9.555268347961517,0.4793098097553502,0.5008052563449734
CMR,2012,13.435103812440886,0.5014973334378339,0.3956361428092027
CMR,2013,10.425793996844913,0.6405815517478608,0.4370843570184202
CMR,2014,11.630207213801995,0.47216609363170264,0.3740593591168532
CMR,2015,10.939349911312574,0.5972809192174067,0.3759225249703121
CMR,2016,9.812408533194732,0.6291321878447875,0.6157653549977138
CMR,2017,11.432821765087363,0.6887588834850167,0.5600134807479662
CMR,2018,10.712070764242508,0.6424577793440736,0.48146468641923273
CMR,2019,11.109106456226208,0.6920005930992574,0.3796006242103044
CMR,2020,12.559496308292355,0.6162969239301029,0.4766637510567373
CMR,2021,12.378450005214226,0.5984482956226492,0.4396237711344196
CMR,2022,12.166170475029094,0.6940833201109714,0.5015993364320044
CAN,2011,26.55165930481912,1.293264084364272,1.010066048801797
CAN,2012,22.949054786796665,1.170075359038056,0.9931734726256449
CAN,2013,25.88121624631377,1.3732083075627077,0.963959556941598
CAN,2014,22.911454938419105,1.2631731702637348,1.1229899249644721
CAN,2015,27.140511969981137,1.453344279863672,1.0031663359837224
CAN,2016,24.116284739029577,1.57036404998173,1.214730605719508
CAN,2017,22.623878327178904,1.2136146971082635,1.0777253578274713
CAN,2018,33.23485540914613,1.3988606771619387,1.104575481103562
CAN,2019,23.0496621459234,1.4587070368462163,1.143927854643145
CAN,2020,23.42562109353375,1.6452555172515004,1.2408688182521221
CAN,2021,22.594336412437585,1.343214904642652,1.1209383376736155
CAN,2022,23.98225635740206,1.3146033434155124,1.1353224241487725
CAF,2011,3.741441041519135,0.20851787091966503,0.18359080708102415
CAF,2012,3.3152496335791906,0.2608835547469167,0.1845455463357895
CAF,2013,3.5381622662362413,0.18569481792777198,0.16991589099296153
CAF,2014,3.320226000932229,0.152456944108354,0.1579544415193054
CAF,2015,3.623474218436349,0.21479102163208214,0.13983004328439944
CAF,2016,3.200629055992526,0.17532423097549016,0.14431759951255896
CAF,2017,4.284146469293141,0.24255475093560322,0.20620788661457432
CAF,2018,4.480711650461388,0.21791733558146983,0.16156634791260976
CAF,2019,4.545105460538991,0.22635074700007546,0.17518809515521064
CAF,2020,5.2725420111129555,0.276958889390175,0.160722350946889
CAF,2021,5.0614232047134164,0.260947780099943,0.19422201787189106
CAF,2022,4.963299500183778,0.2694869911158838,0.1816653752119827
TCD,2011,3.121221496273812,0.16037171157201424,0.1195831982926394
TCD,2012,3.620292223482387,0.15358459088985393,0.12619838499653702
TCD,2013,3.88885124100799,0.18393644256127942,0.13780148178806786
TCD,2014,5.791931201296981,0.21997261747102345,0.14931573179094634
TCD,2015,3.734253986972458,0.23028571005380208,0.18821930292238737
TCD,2016,4.0626249986436695,0.24927712296404622,0.2356249757880529
TCD,2017,5.081725859507543,0.24703408553669537,0.23953684595306565
TCD,2018,4.358207329544906,0.2825932173485898,0.1872958783263613
TCD,2019,5.924456343384507,0.271697829881508,0.19837693301402884
TCD,2020,6.07038750867783,0.3196042167656111,0.2336394453575091
TCD,2021,4.855342588961188,0.34178076728753887,0.2796639921699
TCD,2022,6.190886332371864,0.3223318593279898,0.223433670228453
CHL,2011,18.865697554188536,1.0982516343509559,0.8401809166254368
CHL,2012,22.565093553155773,1.303914603209685,0.7954858470477968
CHL,2013,20.171951748638453,1.1455162895853028,0.9017823739767554
CHL,2014,21.969598844081666,1.1139503393648384,0.8842013236271594
CHL,2015,27.184002720659816,1.167385877358713,1.019145257818218
CHL,2016,22.74627773665846,1.2110917503375596,1.0320469551319291
CHL,2017,21.944642271722948,1.2804252420222761,0.9657608675373903
CHL,2018,20.62299907071055,1.3681959182466585,1.1584065602051212
CHL,2019,25.75408528335956,1.4960671860669168,0.7610528181169119
CHL,2020,19.54989354855817,1.164077101090321,1.0532760242457626
CHL,2021,25.578421044802674,1.5710991160474754,0.8636140060393376
CHL,2022,22.651538152640523,1.1104275968732442,1.1432262691141555
CHN,2011,12.569485429327656,0.704981297840013,0.5320197299405622
CHN,2012,15.886062127167376,0.8708420092311958,0.6032388297693586
CHN,2013,15.016372769647496,0.7882287940931015,0.6119761939743941
CHN,2014,14.47522317479414,0.7408387681006512,0.6902418096886048
CHN,2015,15.008685460064434,0.8791181450242473,0.6063385700187867
CHN,2016,15.67010823354763,0.9552330256573279,0.6835275766137864
CHN,2017,14.988939692811796,1.125657521115877,0.6023095117382048
CHN,2018,16.77159876806012,0.8704273418614374,0.757539295674965
CHN,2019,17.938523710410124,0.8669021230381309,0.7939925014555422
CHN,2020,17.279528067224586,0.8826244982304873,0.6449504822751472
CHN,2021,16.939783230200305,0.778273674156967,0.7117211206772345
CHN,2022,19.405657759399507,0.9452766399169614,0.7460477471542865
COL,2011,20.213626880525812,1.2506216629613016,0.7880092992882325
COL,2012,19.134594878740373,0.9962465527754634,0.659404389889876
COL,2013,19.73043028267106,1.076444749932275,1.0187480747122761
COL,2014,21.043056346189587,0.8340077626024957,0.7240203630903134
COL,2015,14.318875913271592,0.8514565308638855,0.6713588108722522
COL,2016,20.915629530226354,0.9169495130215967,0.784016002593924
COL,2017,19.80334960905902,1.1558924961539472,0.7752885975481141
COL,2018,21.5496720403884,1.144513421727001,0.8115230316262085
COL,2019,28.067828345315817,0.9051200781323775,0.7767030467279943
COL,2020,21.70786109431346,1.0368270526680667,0.8386616206521885
COL,2021,17.95696437860881,0.9709283622106464,0.8346683680828093
COL,2022,22.007389530644534,1.0699824198289958,0.8299632292993359
COM,2011,10.122140105048167,0.5096640140708809,0.38509375161137915
COM,2012,9.56710364658947,0.5253846285318309,0.48841722845745045
COM,2013,9.461398998357653,0.5982979795250448,0.38894623739347023
COM,2014,9.520705339575777,0.6404018345600666,0.48830876176481197
COM,2015,10.625118482589084,0.6528392610534797,0.40948776659674546
COM,2016,14.651719042172997,0.5499979968960543,0.4863089326147676
COM,2017,10.524416119082039,0.7337826275358509,0.4189656016878842
COM,2018,13.533205596811062,0.6476471355567373,0.5214694428223763
COM,2019,11.438292295577819,0.6326375773842081,0.47270073667101575
COM,2020,14.537575759644284,0.7369773938665897,0.4659475849302154
COM,2021,12.760562036115664,0.5684075253190545,0.40590527064671456
COM,2022,12.602498104634414,0.5995549512505591,0.5262910579213673
COD,2011,8.37719966301632,0.27441523003289675,0.21903662841455307
COD,2012,6.161782499563011,0.2937651629992698,0.22585506719439877
COD,2013,4.7626133395571255,0.32906360789255656,0.25034432757071173
COD,2014,5.365747333187829,0.27140022773354133,0.229471820848051
COD,2015,5.568213874249083,0.369898333401573,0.27794390196975344
COD,2016,6.364372255829841,0.3779166780440388,0.2971237808729946
COD,2017,7.174645629963518,0.38468716923421,0.2822841820467606
COD,2018,8.104984536252099,0.411447166006857,0.33684798516221776
COD,2019,8.63727661378023,0.40189647682864876,0.31438510287458143
COD,2020,8.041671786373811,0.4614444340398262,0.34438890720082643
COD,2021,8.027165105503862,0.4654564822585389,0.29584373682189435
COD,2022,8.59019953414979,0.4610514545173423,0.4206394780382617
COG,2011,8.365040546011796,0.3981027482778049,0.32682687653912174
COG,2012,9.179910308884986,0.5018400039610307,0.36420762239977894
COG,2013,9.965440793111227,0.52589968222477,0.41782213921398337
COG,2014,10.284855731089177,0.5341901052903144,0.33892891923907187
COG,2015,9.602785355913417,0.5298746369189447,0.4462528629550657
COG,2016,9.986753676708036,0.6374399681368804,0.408231357105514
COG,2017,9.944128340970853,0.6744228797777722,0.43128183011821664
COG,2018,10.312604392385872,0.4334232361771857,0.37504488730164975
COG,2019,10.00082283705093,0.5461511156235785,0.47203283990870953
COG,2020,10.707992313438343,0.6364389543712955,0.42994523461979206
COG,2021,13.896138608415121,0.5253500472676275,0.4545286659398286
COG,2022,10.972843448001267,0.5929860168046055,0.39591181170214607
CRI,2011,20.09264415128925,1.1303420657092942,0.9859833466149668
CRI,2012,20.832790577710075,1.0802334029650393,0.9146809496742965
CRI,2013,25.03208743696274,1.2065817227215794,0.9159778214449945
CRI,2014,25.77509484137592,1.1394666239298739,0.9261014744657513
CRI,2015,24.16806862132918,1.173699617243857,1.0883280570321494
CRI,2016,19.761113684536348,1.0689027305566727,0.8129016324656846
CRI,2017,25.978992202718885,1.3337594630580574,1.1804050759487483
