ccaa,CPRO,CMUN,dist,secc,t1_1,t2_1,t2_2,t3_1,t4_1,t4_2,t4_3,t5_1,t6_1,t7_1,t8_1,t9_1,t10_1,t11_1,t12_1,id_zona,nombre_zona
13,28,079,07,057,1405,0.5466,0.4534,45.9317,0.1004,0.6527,0.247,0.126,0.1907,0.0641,0.0601,0.6859,0.0891,0.49370000000000003,0.5419,083,Eloy Gonzalo
13,28,079,07,058,1147,0.531,0.469,45.354,0.0828,0.714,0.2031,0.1578,0.218,0.0447,0.0418,0.6778,0.0957,0.557,0.616,083,Eloy Gonzalo
13,28,079,07,059,817,0.5263,0.4737,42.6524,0.1077,0.7124,0.1799,0.1542,0.257,0.0672,0.059,0.6461,0.1126,0.5514,0.6214,083,Eloy Gonzalo
13,28,079,07,060,864,0.5741,0.4259,44.9201,0.0891,0.7176,0.1933,0.1377,0.2153,0.0686,0.0661,0.6163,0.1054,0.5502,0.615,083,Eloy Gonzalo
13,28,079,07,061,1232,0.5795,0.4205,45.4643,0.0958,0.6916,0.2127,0.1055,0.1843,0.0601,0.053,0.6643,0.0883,0.5655,0.6203,083,Eloy Gonzalo
13,28,079,07,062,1011,0.5351,0.4649,43.728,0.1118,0.6855,0.2028,0.1207,0.2226,0.069,0.0646,0.6258,0.0881,0.5646,0.6192,083,Eloy Gonzalo
13,28,079,07,063,1215,0.5366,0.4634,46.4247,0.1103,0.6412,0.2486,0.0724,0.1465,0.0564,0.0537,0.6494,0.075,0.5134,0.555,083,Eloy Gonzalo
13,28,079,07,064,1160,0.556,0.444,45.6483,0.1095,0.6543,0.2362,0.0922,0.1612,0.06,0.0532,0.6738,0.0626,0.5073,0.5411,083,Eloy Gonzalo
13,28,079,07,065,1271,0.561,0.439,44.5413,0.1007,0.6916,0.2077,0.1692,0.2974,0.056,0.0499,0.5661,0.1065,0.5433,0.608,083,Eloy Gonzalo
13,28,079,07,066,1091,0.5738,0.4262,43.8185,0.1063,0.6939,0.1998,0.1732,0.2566,0.0533,0.0462,0.6544,0.116,0.5313,0.601,083,Eloy Gonzalo
13,28,079,07,067,1110,0.5315,0.4685,44.5081,0.1081,0.6802,0.2117,0.1288,0.2108,0.0485,0.0465,0.6535,0.0915,0.5414,0.596,083,Eloy Gonzalo
13,28,079,07,068,1028,0.5467,0.4533,45.1109,0.107,0.6702,0.2228,0.1119,0.1858,0.0588,0.0556,0.6678,0.084,0.5109,0.5577,083,Eloy Gonzalo
13,28,079,07,069,923,0.5677,0.4323,47.3889,0.0791,0.675,0.2459,0.1203,0.2069,0.0506,0.0447,0.6824,0.1104,0.5212,0.5859,083,Eloy Gonzalo
13,28,079,07,070,1236,0.5469,0.4531,42.9175,0.1092,0.7168,0.1739,0.1351,0.2282,0.0563,0.0509,0.6476,0.092,0.574,0.6322,083,Eloy Gonzalo
13,28,079,07,071,1013,0.5429,0.4571,46.0247,0.1066,0.6654,0.228,0.1185,0.1787,0.0586,0.0541,0.663,0.0783,0.5072,0.5503,083,Eloy Gonzalo
13,28,079,07,072,1474,0.5224,0.4776,46.8697,0.0991,0.6418,0.2592,0.1194,0.1893,0.0633,0.061,0.7206,0.0831,0.4902,0.5346,083,Eloy Gonzalo
13,28,079,07,073,1281,0.566,0.434,45.6924,0.0945,0.6799,0.2256,0.1514,0.2451,0.0707,0.0647,0.6914,0.0909,0.5,0.55,083,Eloy Gonzalo
13,28,079,07,075,975,0.5385,0.4615,46.0021,0.1128,0.6554,0.2318,0.1538,0.241,0.0497,0.0474,0.6798,0.0592,0.496,0.5272,083,Eloy Gonzalo
13,28,079,07,076,885,0.5819,0.4181,51.5944,0.0938,0.5627,0.3435,0.1164,0.2011,0.0499,0.0461,0.6372,0.058,0.4451,0.4726,083,Eloy Gonzalo
13,28,079,07,078,1014,0.5493,0.4507,44.9231,0.1174,0.6588,0.2239,0.1479,0.2327,0.0525,0.0514,0.7117,0.0454,0.5173,0.5419,083,Eloy Gonzalo
13,28,079,07,079,865,0.5514,0.4486,44.4243,0.1098,0.6775,0.2127,0.111,0.2,0.0571,0.0506,0.6948,0.0502,0.5649,0.5948,083,Eloy Gonzalo
13,28,079,07,080,1237,0.5618,0.4382,45.0833,0.1221,0.6532,0.2247,0.1099,0.1964,0.0617,0.0599,0.6492,0.0721,0.4742,0.511,083,Eloy Gonzalo
13,28,079,07,081,1387,0.5364,0.4636,44.8645,0.1024,0.7051,0.1925,0.1146,0.199,0.0691,0.0635,0.6771,0.049,0.5606,0.5896,083,Eloy Gonzalo
13,28,079,07,082,1083,0.5614,0.4386,43.542,0.1247,0.675,0.2004,0.1228,0.1902,0.0728,0.0633,0.7078,0.0656,0.5105,0.5464,087,Espronceda
13,28,079,07,083,708,0.5297,0.4703,47.3729,0.1003,0.6271,0.2726,0.137,0.2331,0.0659,0.0628,0.6389,0.0611,0.4584,0.4882,087,Espronceda
13,28,079,07,084,1102,0.588,0.412,46.7432,0.1162,0.6107,0.2731,0.108,0.1906,0.0503,0.0483,0.7146,0.0518,0.5072,0.5349,087,Espronceda
13,28,079,07,085,1499,0.5771,0.4229,50.046,0.1181,0.5484,0.3336,0.1768,0.2288,0.0378,0.034,0.6513,0.1071,0.41,0.4592,087,Espronceda
13,28,079,07,086,858,0.5361,0.4639,45.3322,0.1107,0.683,0.2063,0.1014,0.1772,0.076,0.0721,0.6671,0.0825,0.4954,0.54,087,Espronceda
13,28,079,07,087,928,0.5517,0.4483,42.6929,0.1379,0.6563,0.2058,0.1455,0.2198,0.0675,0.065,0.6825,0.0757,0.5038,0.545,087,Espronceda
13,28,079,07,088,1040,0.55,0.45,45.2538,0.126,0.6452,0.2288,0.0933,0.1423,0.077,0.066,0.692,0.0487,0.5369,0.5644,087,Espronceda
13,28,079,07,089,1344,0.5454,0.4546,45.9174,0.1153,0.651,0.2336,0.1689,0.2619,0.0513,0.0479,0.5795,0.0848,0.5172,0.5652,087,Espronceda
13,28,079,07,090,987,0.5562,0.4438,42.3181,0.1246,0.7001,0.1753,0.2097,0.3576,0.0579,0.0544,0.5174,0.1192,0.5301,0.6019,087,Espronceda
13,28,079,07,091,906,0.6336,0.3664,50.021,0.085,0.5938,0.3212,0.1148,0.2119,0.047,0.0458,0.6068,0.12,0.4246,0.4825,087,Espronceda
13,28,079,07,092,1241,0.5125,0.4875,45.4013,0.1193,0.6366,0.2442,0.1354,0.2047,0.0732,0.0723,0.7274,0.0439,0.4986,0.5215,087,Espronceda
13,28,079,07,093,1265,0.5557,0.4443,45.8688,0.1241,0.6269,0.249,0.1312,0.2103,0.0551,0.0542,0.6814,0.0512,0.4847,0.5108,087,Espronceda
13,28,079,07,094,1563,0.5528,0.4472,44.7441,0.1363,0.6315,0.2322,0.0909,0.1753,0.0533,0.0496,0.6859,0.0683,0.5156,0.5533,087,Espronceda
13,28,079,07,095,1409,0.5316,0.4684,42.9432,0.1718,0.6018,0.2264,0.0774,0.1356,0.0651,0.0634,0.7112,0.0482,0.5081,0.5338,087,Espronceda
13,28,079,07,096,1118,0.5456,0.4544,44.9168,0.1109,0.6771,0.212,0.1002,0.1637,0.0765,0.0724,0.7314,0.0663,0.5382,0.5765,087,Espronceda
13,28,079,07,097,874,0.5629,0.4371,41.984,0.1201,0.7151,0.1648,0.1854,0.2643,0.0559,0.052,0.6866,0.0837,0.5982,0.6528,087,Espronceda
13,28,079,07,098,941,0.5579,0.4421,48.0988,0.1201,0.5781,0.3018,0.0691,0.1158,0.0664,0.0592,0.7089,0.0845,0.471,0.5145,087,Espronceda
13,28,079,07,099,910,0.5714,0.4286,44.3099,0.0978,0.7055,0.1967,0.0945,0.1593,0.0755,0.0682,0.676,0.071,0.5895,0.6346,087,Espronceda
13,28,079,07,100,876,0.5525,0.4475,43.347,0.1244,0.6804,0.1952,0.1221,0.234,0.0456,0.0404,0.618,0.1148,0.5528,0.6245,087,Espronceda
13,28,079,07,101,1257,0.572,0.428,45.0668,0.0843,0.7088,0.2068,0.1671,0.2721,0.0513,0.0469,0.5925,0.1059,0.5282,0.5908,087,Espronceda
13,28,079,07,102,1370,0.5489,0.4511,44.2518,0.1124,0.6759,0.2117,0.1182,0.1942,0.0535,0.0502,0.6431,0.1024,0.5551,0.6184,087,Espronceda
13,28,079,07,103,1476,0.5379,0.4621,44.4837,0.1037,0.6836,0.2127,0.1409,0.2283,0.068,0.0658,0.6682,0.0759,0.5336,0.5775,087,Espronceda
NA,NA,079,07,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,087,Espronceda
13,28,079,07,105,1119,0.5657,0.4343,46.0947,0.1233,0.6327,0.244,0.0795,0.1233,0.0581,0.0561,0.6932,0.0622,0.5229,0.5576,087,Espronceda
13,28,079,07,106,1302,0.5438,0.4562,46.6882,0.1129,0.6237,0.2634,0.1129,0.1889,0.0554,0.0511,0.6442,0.0707,0.5004,0.5385,087,Espronceda
13,28,079,07,107,1024,0.5801,0.4199,47.9473,0.0967,0.623,0.2803,0.1172,0.1865,0.0605,0.0541,0.7124,0.0693,0.5081,0.5459,087,Espronceda
13,28,079,07,108,1035,0.5585,0.4415,43.1845,0.1053,0.7111,0.1836,0.1179,0.2203,0.0691,0.0637,0.6199,0.0804,0.5313,0.5778,087,Espronceda
13,28,079,07,109,1260,0.5984,0.4016,47.6135,0.1119,0.6087,0.2794,0.1143,0.1651,0.0465,0.042,0.672,0.0995,0.4772,0.5299,087,Espronceda
13,28,079,07,110,1033,0.5779,0.4221,46.8219,0.0678,0.6922,0.2401,0.1539,0.2401,0.0592,0.0561,0.6584,0.1017,0.541,0.6023,087,Espronceda
13,28,079,07,111,1291,0.5732,0.4268,47.8064,0.103,0.6197,0.2773,0.086,0.1332,0.0458,0.044,0.6572,0.0686,0.5155,0.5535,087,Espronceda
NA,NA,079,07,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,087,Espronceda
13,28,079,07,113,1313,0.5849,0.4151,45.4844,0.1181,0.6413,0.2407,0.1219,0.1813,0.0674,0.0553,0.6667,0.0653,0.5311,0.5682,087,Espronceda
13,28,079,07,114,1811,0.5643,0.4357,47.804,0.1165,0.5848,0.2987,0.0701,0.1287,0.0544,0.0531,0.6988,0.0675,0.4838,0.5188,087,Espronceda
13,28,079,07,115,1466,0.545,0.455,45.4666,0.1207,0.6235,0.2558,0.0955,0.1603,0.0659,0.0605,0.7013,0.055,0.533,0.564,087,Espronceda
13,28,079,07,116,1128,0.5372,0.4628,44.6374,0.141,0.6463,0.2128,0.0762,0.1294,0.0774,0.0702,0.6502,0.0801,0.4861,0.5284,087,Espronceda
13,28,079,07,117,1311,0.566,0.434,44.0107,0.1098,0.6773,0.2128,0.1587,0.3021,0.0497,0.0446,0.533,0.1013,0.5398,0.6007,087,Espronceda
13,28,079,07,118,1430,0.565,0.435,45.8979,0.0776,0.6888,0.2336,0.1266,0.1979,0.0516,0.0485,0.6626,0.0971,0.536,0.5936,223,Reina Victoria
13,28,079,07,119,1308,0.5887,0.4113,45.7263,0.0994,0.656,0.2446,0.0933,0.1453,0.0756,0.0705,0.7292,0.1066,0.5051,0.5654,223,Reina Victoria
13,28,079,07,120,1149,0.5466,0.4534,45.705,0.1323,0.6136,0.2541,0.0366,0.0783,0.0883,0.0843,0.6991,0.064,0.5426,0.5797,223,Reina Victoria
13,28,079,07,121,1716,0.56,0.44,46.8007,0.1142,0.6265,0.2593,0.0629,0.1218,0.0882,0.0789,0.6796,0.0644,0.4875,0.5211,048,Cea Bermúdez
13,28,079,07,122,1172,0.5469,0.4531,43.7432,0.1186,0.6698,0.2116,0.0939,0.1672,0.0881,0.0803,0.6718,0.1013,0.5411,0.6021,048,Cea Bermúdez
13,28,079,07,123,1099,0.5532,0.4468,46.4331,0.111,0.6488,0.2402,0.0655,0.1192,0.0706,0.0645,0.7032,0.0752,0.5159,0.5578,048,Cea Bermúdez
13,28,079,07,124,725,0.5448,0.4552,44.3572,0.1545,0.5959,0.2497,0.0717,0.1159,0.0995,0.0914,0.6786,0.0617,0.4959,0.5285,048,Cea Bermúdez
13,28,079,07,125,976,0.5717,0.4283,47.5297,0.125,0.5994,0.2756,0.0635,0.1117,0.0902,0.0855,0.7073,0.068,0.4813,0.5164,223,Reina Victoria
13,28,079,07,126,998,0.5842,0.4158,47.012,0.1483,0.5762,0.2756,0.0291,0.0752,0.0765,0.0706,0.6847,0.0506,0.4859,0.5118,015,Andrés Mellado
13,28,079,07,127,1493,0.5841,0.4159,46.4561,0.1246,0.6109,0.2646,0.075,0.1199,0.0696,0.065,0.6886,0.0958,0.4912,0.5432,015,Andrés Mellado
13,28,079,07,128,722,0.5679,0.4321,50.5346,0.072,0.5983,0.3296,0.0568,0.0873,0.0836,0.0701,0.6866,0.0505,0.4493,0.4731,015,Andrés Mellado
13,28,079,07,129,856,0.5771,0.4229,49.8084,0.1051,0.5619,0.3329,0.0619,0.1016,0.0627,0.0614,0.7167,0.0514,0.4817,0.5078,015,Andrés Mellado
13,28,079,07,130,1239,0.544,0.456,45.339,0.1429,0.594,0.2631,0.0718,0.1283,0.0847,0.0829,0.7637,0.0445,0.5056,0.5292,015,Andrés Mellado
13,28,079,07,131,1228,0.5627,0.4373,48.3713,0.1221,0.5749,0.3029,0.0505,0.0985,0.0798,0.077,0.7356,0.0747,0.4712,0.5093,015,Andrés Mellado
13,28,079,07,132,1070,0.629,0.371,53.3159,0.0832,0.5252,0.3916,0.0907,0.1411,0.0693,0.0663,0.737,0.0584,0.4108,0.4363,015,Andrés Mellado
13,28,079,07,133,1094,0.5448,0.4552,50.245,0.1042,0.5567,0.3391,0.043,0.0905,0.0755,0.0745,0.6878,0.0731,0.4143,0.4469,015,Andrés Mellado
13,28,079,07,134,566,0.5071,0.4929,48.1873,0.1237,0.6272,0.2491,0.0124,0.0318,0.0968,0.0887,0.4738,0.0556,0.4798,0.5081,223,Reina Victoria
13,28,079,07,135,1046,0.608,0.392,48.2897,0.1099,0.5851,0.305,0.0669,0.1013,0.0784,0.0763,0.696,0.0544,0.4855,0.5134,015,Andrés Mellado
13,28,079,08,001,842,0.5594,0.4406,47.8587,0.1437,0.6057,0.2506,0.038,0.0784,0.0541,0.043,0.4494,0.0761,0.5049,0.5465,080,El Pardo
13,28,079,08,002,772,0.4041,0.5959,43.149,0.1114,0.6891,0.1995,0.0712,0.1049,0.0437,0.0408,0.3673,0.0824,0.5685,0.6195,080,El Pardo
13,28,079,08,003,1121,0.5254,0.4746,49.2533,0.1178,0.5789,0.3033,0.0473,0.0687,0.0445,0.0303,0.3155,0.1165,0.4449,0.5035,080,El Pardo
13,28,079,08,004,705,0.4894,0.5106,46.139,0.1064,0.6894,0.2043,0.034,0.0638,0.0429,0.027,0.3032,0.1042,0.546,0.6095,080,El Pardo
13,28,079,08,005,1004,0.5568,0.4432,46.3098,0.1424,0.5956,0.262,0.0926,0.1693,0.0639,0.0569,0.6005,0.073,0.4866,0.525,096,Fuentelarreina
13,28,079,08,006,1029,0.5316,0.4684,43.3868,0.2128,0.5248,0.2624,0.0408,0.0884,0.0716,0.0667,0.758,0.0403,0.4704,0.4901,096,Fuentelarreina
