grupo,tipo,nombre,X,Y
turismo,hotel,NH Ciudad de la Imagen,-3.7881758,40.3984408
hosteleria,restaurant,Café Comercial,-3.7020018,40.428732
hosteleria,pub,Sidrería la Camocha,-3.7016864,40.4270264
hosteleria,pub,Gran Cafe Santander,-3.6963292,40.4276032
comercio,supermarket,Alcampo,-3.7068876,40.480352
hosteleria,fast_food,Burger King,-3.6072228,40.4333661
hosteleria,pub,Café Melo's,-3.7010866,40.4097328
hosteleria,pub,Olé Lola,-3.6981336,40.4260312
hosteleria,bar,Mür Café,-3.7121995,40.4256418
hosteleria,restaurant,Rey de Tallarines,-3.709622,40.4245836
hosteleria,restaurant,La Parrilla de Nino,-3.7120848,40.425762400000004
hosteleria,pub,Tempo,-3.7118249,40.4252955
hosteleria,restaurant,Delhi,-3.7118533,40.42514
hosteleria,restaurant,La Pomarada,-3.711541,40.4260327
turismo,hotel,Room Mate Mario Hotel,-3.7093262,40.4188562
hosteleria,restaurant,Sexto,-3.6963836,40.4252476
hosteleria,fast_food,NA,-3.6962971,40.4274303
hosteleria,fast_food,Don Oso,-3.7163184,40.4366465
hosteleria,fast_food,McDonald's,-3.7049818,40.4164064
hosteleria,restaurant,Brasa y Leña,-3.7088498,40.4162327
hosteleria,restaurant,100 Montaditos,-3.7087291,40.413636
hosteleria,cafe,Anticafé,-3.7101814,40.4167458
hosteleria,pub,NA,-3.7114792,40.4787084
hosteleria,bar,Cadillac Solitario,-3.699712,40.4874732
hosteleria,restaurant,El Viajero,-3.7102277,40.4116272
hosteleria,pub,Pez Tortilla,-3.7105359,40.4118381
hosteleria,pub,La Tomasa,-3.7103891,40.4117858
hosteleria,pub,El Bonanno,-3.7106292,40.4118652
hosteleria,restaurant,Que trabaje Rita,-3.7105933,40.412068
hosteleria,pub,Cervecería San Andrés,-3.7109368,40.4119148
hosteleria,restaurant,El Cosaco,-3.7113878,40.4130128
hosteleria,restaurant,El Estragón Taberna,-3.7117933,40.4130894
hosteleria,restaurant,Tío Timón,-3.7117469,40.4131593
hosteleria,restaurant,Taquería del Alamillo,-3.7127335,40.4137154
comercio,bookshop,"Librería ""Arranca Thelma""",-3.7126525,40.4135438
hosteleria,bar,Bar Barocco,-3.7129344,40.4130638
comercio,toy_shop,Toys'R Us,-3.6470629,40.5304813
hosteleria,pub,Irish Rover,-3.6939836,40.4547254
hosteleria,pub,Lolita's,-3.6890368,40.4556239
comercio,bakery,NA,-3.689655,40.4857151
comercio,kiosk,NA,-3.6887631,40.484198
hosteleria,restaurant,Casa Ginés,-3.6852544,40.485413
hosteleria,restaurant,Mesón Gallego,-3.6926733,40.4857882
hosteleria,restaurant,Queen Burger Gourmet,-3.6920333,40.4855645
hosteleria,restaurant,tele-bocata,-3.6924531,40.4862924
hosteleria,pub,El Rincón de Salva II,-3.6922932999999998,40.4860327
hosteleria,restaurant,NA,-3.6868649,40.4843585
hosteleria,restaurant,NA,-3.6870451,40.4844368
hosteleria,pub,NA,-3.686596,40.4849747
hosteleria,pub,NA,-3.6863802,40.4848128
hosteleria,pub,La Muralla,-3.6853156,40.4854456
hosteleria,pub,Bar Acueducto,-3.6863931,40.4859346
comercio,florist,Floralbir,-3.6862337,40.4858578
comercio,hairdresser,Peluquería caballeros Florencio,-3.6871567,40.484238
comercio,kiosk,NA,-3.6904807,40.4874185
hosteleria,restaurant,Casa Mouriño,-3.6895993,40.485544
hosteleria,restaurant,Cafetería Jeymon,-3.6897672,40.4856113
comercio,convenience,chinos alimentación,-3.6903822,40.4860809
comercio,butcher,Carnicería,-3.6883259,40.4856172
comercio,kiosk,NA,-3.685245,40.4846036
hosteleria,restaurant,Tapería de Fuencarral,-3.68482,40.4849065
hosteleria,pub,"Bar ""La Toledana""",-3.6902926,40.4857917
turismo,hostel,"Habitaciones ""Aránzazu""",-3.6901415,40.485932
comercio,supermarket,Dia,-3.6902063,40.4853707
comercio,bakery,NA,-3.6907459,40.4859643
hosteleria,pub,Positivo gastrobar,-3.6890846,40.487335
hosteleria,pub,Las Torres,-3.6895729,40.487095
hosteleria,pub,La friolera,-3.7173167,40.4473599
comercio,kiosk,NA,-3.7176804,40.4474125
hosteleria,cafe,Condemar,-3.7149013,40.4463777
hosteleria,restaurant,Taberna la Tortuga,-3.714308,40.4468248
comercio,butcher,NA,-3.7141298,40.4465597
comercio,supermarket,Dia,-3.7119678,40.4471184
hosteleria,pub,Bar Derby,-3.6903193,40.4875148
comercio,supermarket,Frutería,-3.6898562,40.4873888
hosteleria,restaurant,Taberna Restaurante Txamizo,-3.6892092,40.4867692
comercio,supermarket,M-KOR,-3.6887967,40.4864013
comercio,bakery,MultiPan's,-3.6894525,40.4858434
hosteleria,fast_food,"Pollos ""El Sabroso""",-3.6898293,40.4859977
comercio,doityourself,Ferretería JA,-3.6901201,40.4860185
comercio,doityourself,Ferretería de Aluminio Carmetal,-3.6890489,40.4870215
comercio,supermarket,"Supermercado ""GAMA""",-3.6893842,40.4865081
comercio,greengrocer,"Frutería ""María del Mar""",-3.6892626,40.4864428
comercio,supermarket,Frutos secos,-3.6903694,40.4869532
comercio,stationery,"Papelería ""Graffiti""",-3.6902685,40.4857099
turismo,hostel,"Pensión ""Mónica""",-3.6896661,40.4855764
hosteleria,restaurant,Restaurante Fereva,-3.6895029,40.4854963
comercio,bakery,"Panadería pastelería ""Marines""",-3.6883279,40.4839533
comercio,bakery,"Pan y bebidas ""José María""",-3.68723,40.4845081
hosteleria,pub,"Bar ""annais""",-3.6868917,40.4849503
comercio,bakery,Alimentación CHINOS,-3.6873904,40.4856303
comercio,butcher,Carnicería Saunero y Paniagua,-3.6871409,40.4856239
comercio,kiosk,NA,-3.6937516,40.4877305
hosteleria,restaurant,Cafetería y comidas,-3.7297735,40.4486523
hosteleria,fast_food,McDonald's,-3.6926831,40.4096055
comercio,kiosk,Quiosco Prado,-3.6917429,40.4093955
turismo,hotel,NH Nacional,-3.6928352,40.4098332
comercio,kiosk,kiosco - estanco,-3.6927037,40.4094668
hosteleria,bar,NA,-3.6938073,40.4094884
hosteleria,fast_food,NA,-3.6956565,40.4104639
hosteleria,pub,Gujarat,-3.6966965,40.4109882
comercio,convenience,Tienda de Alimentación,-3.6967784,40.4110395
hosteleria,bar,NA,-3.6979403,40.4116383
hosteleria,restaurant,Fuente de la Fama,-3.6978097,40.4115676
hosteleria,pub,Casablanca,-3.6957127,40.4108575
hosteleria,restaurant,A Cañada,-3.6957132,40.4111815
comercio,convenience,Alimentación Mantequería,-3.695567,40.4125053
hosteleria,pub,La Tabernita de San Juan,-3.6956871,40.412496
hosteleria,bar,Fever,-3.6961583,40.4124453
hosteleria,restaurant,Arrocería Gala,-3.6963071,40.412427
hosteleria,pub,La Platería,-3.6943165,40.4127079
comercio,kiosk,NA,-3.6938445,40.4126615
hosteleria,restaurant,El Fogón Verde,-3.6939658,40.4122937
turismo,hotel,Hotel México,-3.6943236,40.4114334
comercio,supermarket,Chinos,-3.6947372,40.4110206
hosteleria,bar,La Hidria,-3.695685,40.4128038
hosteleria,bar,La Esquina,-3.6956873,40.4129838
hosteleria,pub,La Fetén,-3.6951865,40.4125537
hosteleria,pub,D'Bóveda,-3.6949558,40.4125743
comercio,supermarket,Dia,-3.6953446,40.4129105
hosteleria,bar,El Diario,-3.6957012,40.413178
hosteleria,bar,La Fábrica,-3.6956999,40.4136254
hosteleria,bar,Los Gatos,-3.6957073,40.4135119
hosteleria,bar,La Anchoíta,-3.695701,40.4133633
hosteleria,restaurant,El Rábano,-3.6957085,40.4134319
hosteleria,restaurant,Terra Mundi,-3.6960696,40.4136237
hosteleria,pub,Taberna de la Dolores,-3.6957781,40.4137383
hosteleria,bar,Taberna de la Daniela,-3.6957942,40.4141167
hosteleria,pub,Granja Blanca,-3.6955887,40.4137161
hosteleria,pub,La Taberna de Jose,-3.6958434,40.414563
turismo,hotel,The Westin Palace,-3.6958024,40.4154544
turismo,hotel,Hotel Villa Real,-3.6970821,40.4157301
hosteleria,restaurant,Edelweiss,-3.6966322,40.4169233
hosteleria,restaurant,El Secreto de Castilla,-3.6965924,40.4171806
hosteleria,restaurant,Sagardi,-3.6966034,40.4173325
turismo,hotel,Hostal Olga,-3.6969322,40.4168278
hosteleria,pub,Bar,-3.6970761,40.4168278
hosteleria,restaurant,Vegetariano,-3.6971908,40.416822
hosteleria,cafe,NA,-3.6973366,40.4168084
hosteleria,cafe,NA,-3.6961976,40.4182418
comercio,bicycle_rental,NA,-3.6908398,40.4232449
hosteleria,pub,Fórmula Nietos,-3.7022372,40.4043334
comercio,butcher,Carnicería,-3.7021908,40.4042641
comercio,convenience,Chinos - alimentación,-3.7020095,40.4040023
hosteleria,pub,La Cuadra,-3.7016814,40.4036196
hosteleria,fast_food,Döner Kebab,-3.701651,40.4035317
comercio,convenience,Chinos - alimentación,-3.7011902,40.4029771
hosteleria,cafe,Granier,-3.7019897,40.4046885
comercio,bakery,Granier,-3.7019897,40.4046885
comercio,greengrocer,La Verde Doncella,-3.7018264,40.4044417
hosteleria,pub,Los chiquitos,-3.7015443,40.4041266
hosteleria,pub,Bar Díaz,-3.7014278,40.4039506
comercio,convenience,Alimentación,-3.7013673,40.4041585
hosteleria,restaurant,Uskar,-3.7009208,40.4040925
comercio,convenience,Dia & Go,-3.7015311,40.4051443
hosteleria,restaurant,A Cañada,-3.7014847,40.4047549
comercio,supermarket,La Sirena,-3.7012155,40.4036812
hosteleria,pub,Indalo,-3.7006404,40.4036669
hosteleria,pub,El Encuentro,-3.7000905,40.403803
hosteleria,pub,El Valle,-3.6995978,40.4037373
comercio,convenience,Chinos - alimentación,-3.7011604,40.4040328
comercio,shoe_shop,Outlet de calzado,-3.7003536,40.404458
hosteleria,restaurant,Valdivieso,-3.6986721,40.4049362
hosteleria,restaurant,Hong,-3.6973199,40.4051914
comercio,convenience,Chinos - alimentación,-3.6980734,40.4061261
hosteleria,pub,Granadilla,-3.6971953,40.4050149
hosteleria,fast_food,Telepizza,-3.6974369,40.4027377
comercio,supermarket,Mercadona,-3.696878,40.4028283
hosteleria,pub,Bar Teide,-3.6959215,40.4041585
comercio,convenience,Chinos - alimentación,-3.6962581,40.4040199
hosteleria,fast_food,Döner Kebab,-3.6963438,40.4039297
hosteleria,pub,Bar,-3.6964406,40.4038286
hosteleria,pub,Chin Chin,-3.6956117,40.4047334
hosteleria,restaurant,Restaurante Indio,-3.6952969,40.4050712
comercio,convenience,NA,-3.6949384,40.4054539
hosteleria,pub,Croquetería Ven y verás,-3.6964274,40.4043696
comercio,convenience,Alimentación,-3.6962338,40.404582
comercio,hairdresser,NA,-3.6962007,40.4046153
hosteleria,pub,Bar,-3.6960055,40.4048223
hosteleria,pub,La Mayor,-3.7121513,40.4151603
hosteleria,bar,La Amarilla,-3.7111249,40.4154807
hosteleria,restaurant,Tapería Mayor,-3.7113374,40.4154405
hosteleria,cafe,NA,-3.7118077,40.4151444
comercio,bakery,Horno San Onofre,-3.7116415,40.4151622
hosteleria,restaurant,Arcade,-3.7115508,40.4152606
hosteleria,restaurant,Cruz Blanca,-3.710208,40.4156552
hosteleria,restaurant,NA,-3.7100123,40.4155619
hosteleria,restaurant,Taste Gallery,-3.7094547,40.4153729
comercio,convenience,SuperSano,-3.7091974,40.41575
hosteleria,restaurant,Taberneros,-3.7104348,40.4163669
hosteleria,restaurant,Arbonaida,-3.7106873,40.4164826
hosteleria,bar,Velicia,-3.7085285,40.416073
hosteleria,cafe,Chocolatería San Ginés,-3.706803,40.4167707
hosteleria,pub,Yambala,-3.7069412,40.4166338
hosteleria,restaurant,Grazie Mille,-3.7075072,40.416116100000004
hosteleria,fast_food,Burger King,-3.7050598,40.4160273
hosteleria,fast_food,KFC,-3.704493,40.4164854
hosteleria,fast_food,opera:pizza,-3.7089054,40.4177493
comercio,convenience,NA,-3.7092982,40.4177572
comercio,convenience,NA,-3.7087248,40.4180474
comercio,convenience,NA,-3.7088475,40.4187591
hosteleria,restaurant,Entre suspiro y suspiro,-3.7090308,40.4186369
hosteleria,restaurant,Ópera Victoria,-3.7089327,40.4185506
hosteleria,bar,Discoteca Olimpia,-3.7086559,40.4188918
hosteleria,restaurant,Wok King,-3.7077218,40.4196027
comercio,convenience,Alimentación,-3.7080629,40.4196933
comercio,greengrocer,Frutería,-3.7080701,40.4191441
hosteleria,restaurant,Taberna de los Ángeles,-3.7082433,40.4186643
turismo,hotel,Hotel Preciados,-3.7074213,40.4196853
hosteleria,restaurant,Lizarran,-3.7070086,40.4196449
hosteleria,pub,Cervercería Erte,-3.7074836,40.4192413
hosteleria,pub,NA,-3.7077324,40.4189473
turismo,hotel,Palacio San Martín,-3.7066997,40.4186548
hosteleria,pub,Doña Juana cervecería,-3.706309,40.4190743
turismo,hotel,Hotel Petit Palace Londres,-3.7043155,40.4181423
turismo,hotel,Hotel Europa,-3.7035489,40.4175269
hosteleria,restaurant,El Gaucho,-3.7031236,40.418183
comercio,convenience,NA,-3.7034663,40.4178368
hosteleria,cafe,Vianvi,-3.7034827,40.4185047
turismo,hotel,Hotel Liabeny,-3.7039628000000002,40.4187423
turismo,hotel,Hotel Petit Palace Plaza del Carmen,-3.7028511,40.4189577
hosteleria,restaurant,Artemisa,-3.7029076,40.419207
turismo,hotel,Anaco,-3.7030373,40.4192843
comercio,convenience,NA,-3.7029579,40.4193933
turismo,hotel,Hotel Arosa,-3.7031077,40.4197757
comercio,bookshop,Casa del Libro,-3.7032336,40.4199561
hosteleria,bar,NA,-3.7039069,40.4191018
hosteleria,restaurant,Takos Al Pastor,-3.7037389,40.418948
hosteleria,cafe,OVNI,-3.703326,40.4193676
hosteleria,pub,NA,-3.7040573,40.4193117
turismo,hotel,Hotel II Castillas,-3.7043567,40.4192335
hosteleria,fast_food,Pans & Company,-3.7029282,40.4202714
hosteleria,cafe,Starbucks,-3.7028563,40.4202661
turismo,hotel,Hotel Atlántico,-3.7045921,40.420392
hosteleria,fast_food,Burger King,-3.7049789,40.4204138
hosteleria,cafe,Starbucks,-3.7054691,40.4200282
hosteleria,fast_food,Rodilla,-3.7058085,40.4194819
hosteleria,restaurant,Ginos,-3.7068314,40.4205737
comercio,convenience,NA,-3.7096572,40.4224112
turismo,hotel,Alcalá Norte,-3.6213074,40.4365552
hosteleria,pub,Los Gamos,-3.7008624,40.4101569
hosteleria,restaurant,Preity Raj,-3.7008582,40.4102862
hosteleria,pub,La Aguja,-3.7007429,40.4105707
hosteleria,restaurant,A Cañada,-3.7004479,40.4109653
comercio,hairdresser,NA,-3.7004068,40.4110189
hosteleria,restaurant,Raja Mahal,-3.700326,40.4111374
hosteleria,restaurant,Moharaj,-3.700589,40.4110886
hosteleria,restaurant,Nap,-3.7005322,40.4108202
hosteleria,restaurant,Bombay Palace,-3.7008747,40.4107264
hosteleria,pub,NA,-3.6995485,40.4101321
hosteleria,pub,La Inquilina,-3.7009094,40.4096555
hosteleria,restaurant,NA,-3.7009194,40.4093708
hosteleria,pub,Viva Chapata,-3.7009059,40.4094201
hosteleria,pub,Shisha-Tetería Babilonia,-3.7010845,40.4093334
hosteleria,pub,El 15,-3.6993951,40.4105463
hosteleria,restaurant,El Aperitivo del Corazón,-3.6995223,40.4106867
hosteleria,cafe,El Despertar,-3.6994987,40.4107804
hosteleria,cafe,El Colmo,-3.6996972,40.4115173
hosteleria,pub,F.M.,-3.6995961,40.4115848
hosteleria,restaurant,O'Barquiño,-3.6994308,40.4114924
hosteleria,restaurant,La Temeraria,-3.700322,40.4117492
hosteleria,restaurant,El Dinosaurio,-3.700364,40.4116655
hosteleria,pub,Bodegas Alfaro,-3.7003917,40.4115875
comercio,supermarket,La Plaza de DIA,-3.8062873,40.4343031
comercio,supermarket,Molinaseca,-3.805326,40.4337478
hosteleria,restaurant,Ginos,-3.6226906,40.455063
hosteleria,restaurant,Wok,-3.622496,40.4550377
hosteleria,restaurant,Vips,-3.6222587,40.4549871
hosteleria,restaurant,Como Como Slow Food,-3.6226101,40.4367886
turismo,hotel,Hotel Ibis Barajas,-3.5807416,40.4698335
comercio,supermarket,Hipercor,-3.6178172,40.4563958
hosteleria,restaurant,Los Reyes,-3.9201748,40.7175029
hosteleria,restaurant,Asador don Baco,-3.9203127,40.7174658
hosteleria,restaurant,La Venta de El Boalo,-3.9203733,40.7174281
hosteleria,restaurant,La Venta de Isidro,-3.920457,40.7173984
hosteleria,restaurant,Mesón Agustín,-3.9196009,40.7174142
turismo,hotel,Hotel Clement Barajas,-3.5799099,40.4709687
hosteleria,restaurant,Restaurante Pico Pico,-3.6411778,40.445038
hosteleria,restaurant,Asador Rías Bajas,-3.6403865,40.4445989
hosteleria,restaurant,El Racó,-3.6384083,40.4424437
hosteleria,restaurant,Happiness,-3.6383442,40.4423564
hosteleria,restaurant,Comediante,-3.5803968,40.4704992
hosteleria,restaurant,La Escondida,-3.5839888,40.4696609
hosteleria,restaurant,La Plaza,-3.5771564,40.4739157
hosteleria,restaurant,Siena,-3.5786174,40.4723475
hosteleria,restaurant,Miravalles,-3.5798455,40.4710865
hosteleria,restaurant,Al Tran Tran,-3.5821536,40.47223
hosteleria,pub,Al Tran Tran,-3.5820559,40.4723877
hosteleria,pub,la estación,-3.6395198,40.4753392
hosteleria,pub,Breaking Bar,-3.6313812,40.4709165
hosteleria,pub,Bar Restaurante Miño,-3.6390134,40.4763773
hosteleria,restaurant,Jota Cinco,-3.6373154,40.4382334
hosteleria,restaurant,Mamma Juana,-3.6373926,40.438217
comercio,kiosk,NA,-3.6377347,40.4378363
hosteleria,restaurant,Grant's,-3.6364268,40.4397488
comercio,kiosk,NA,-3.6324081,40.4398746
comercio,kiosk,NA,-3.6350033,40.4381168
hosteleria,restaurant,Go,-3.6370092,40.4375703
hosteleria,restaurant,Matsuri,-3.6345377,40.443889
hosteleria,restaurant,Unus,-3.6344424,40.4439935
hosteleria,restaurant,Carlos,-3.6343156,40.4440493
hosteleria,restaurant,El Ratito,-3.6341149,40.4441386
comercio,supermarket,La Plaza de DIA,-3.6341303,40.4447687
hosteleria,restaurant,Eu Mundo,-3.6346069,40.4445466
hosteleria,restaurant,Casa Tampico,-3.635335,40.4448785
comercio,kiosk,NA,-3.6278933,40.4476313
comercio,gift_shop,Manos y Colores,-4.0040583,40.5759665
comercio,supermarket,Supersol,-3.798295,40.433958
comercio,convenience,Dia & Go,-3.7866978,40.4445042
comercio,supermarket,Molinaseca,-3.7849937,40.4512825
turismo,hotel,Hotel Mercedes,-3.6055949,40.0391591
hosteleria,pub,Tío Antonio,-3.7774345,40.5200567
hosteleria,pub,Hermanos Rodríguez,-3.7773737,40.5199058
hosteleria,restaurant,San Francisco,-3.7812549,40.5200258
hosteleria,restaurant,La Montaña,-3.7754372,40.5187667
hosteleria,restaurant,Mesón del Pardo,-3.7767025,40.5194084
hosteleria,restaurant,La Pepa,-3.6757441,40.5059026
hosteleria,restaurant,La Vega Experience,-3.6261189,40.5338476
hosteleria,pub,Uceda,-3.7071301,40.4785496
comercio,supermarket,E. Leclerc,-3.6159641,40.0244989
comercio,supermarket,Supersol,-3.8531132,40.4769606
comercio,convenience,Supercor Exprés,-3.7846734,40.4473921
hosteleria,restaurant,Alfredo's Barbacoa,-3.6872821,40.4605707
hosteleria,restaurant,NA,-3.6676655,40.5060565
hosteleria,pub,Lima,-3.7014682,40.4823061
hosteleria,pub,Lemo's,-3.709978,40.4779466
hosteleria,pub,El 22,-3.7059131,40.4743826
hosteleria,restaurant,Petiscos Galegos,-3.7054024,40.4740954
hosteleria,pub,Altamira,-3.7046543,40.4741694
hosteleria,pub,Niko's,-3.7031802,40.4747468
hosteleria,pub,San Antonio,-3.7071302,40.4740748
hosteleria,pub,Auténtico Sabor Andaluz,-3.7070035,40.4740526
hosteleria,pub,Casa Pepe,-3.7068819,40.4763256
hosteleria,restaurant,La Casa de Yu,-3.7134141,40.4788109
hosteleria,fast_food,Burger King,-3.7062308,40.4787289
hosteleria,fast_food,McDonald's,-3.7075265,40.4793976
hosteleria,restaurant,Vips,-3.7085001,40.479773
hosteleria,restaurant,TGI Friday's,-3.7083499,40.4793935
hosteleria,pub,La Carabela,-3.7183356,40.4804692
comercio,supermarket,Dia,-3.6768216,40.5044401
hosteleria,restaurant,La Nicoletta,-3.6675001,40.5090251
comercio,kiosk,NA,-3.4620042,40.4473649
hosteleria,pub,Pradena,-3.7067515,40.4743767
comercio,convenience,Supercor Exprés,-3.7841258,40.4647933
turismo,hotel,Hotel VillaMadrid,-3.6881339,40.4895942
hosteleria,restaurant,Kobe,-3.6673737,40.5100394
hosteleria,restaurant,Kyoto,-3.8987664,40.5182775
hosteleria,restaurant,NA,-3.6709914,40.5081627
comercio,supermarket,Carrefour,-3.7643136,40.3863802
hosteleria,restaurant,Go! Sushing,-3.7081487,40.4033042
hosteleria,fast_food,Spicy Grill & Pizza,-3.7080248,40.4193384
hosteleria,restaurant,La Flama,-3.457506,40.5426589
hosteleria,pub,Barra de Pintxos,-3.7059396,40.5042712
comercio,convenience,Carrefour Express,-3.7882566,40.4456908
turismo,hotel,Tintinabulum,-3.8999804,40.4071596
comercio,supermarket,Supermercado Las Lomas,-3.8996511,40.4403051
hosteleria,pub,D'Mystic,-3.6980352,40.4231999
hosteleria,bar,El Buo,-3.6982486,40.4231951
hosteleria,pub,San Bruno,-3.7076389,40.4127776
hosteleria,restaurant,La Gamella,-3.6890563,40.4189239
comercio,supermarket,La Plaza de DIA,-3.8981409,40.413668
hosteleria,fast_food,McDonald's,-3.8508369,40.3488029
hosteleria,restaurant,VIPS,-3.8493533,40.3487048
hosteleria,restaurant,Asador La Hontanilla,-3.5281886,41.06058
hosteleria,pub,Ágora,-3.9641827,40.4905384
comercio,supermarket,Dia,-3.8973887,40.3998038
comercio,supermarket,Supercor,-4.1272869,40.6010456
hosteleria,fast_food,McDonald's,-3.6783821,40.5084976
comercio,convenience,NA,-3.6506748,40.4888193
comercio,supermarket,Ahorramás,-3.6758292,40.5065419
comercio,supermarket,Hiper Usera,-3.6531771,40.5476819
turismo,hostel,Albergue Santa María del Buen Aire,-4.1467939,40.5795642
comercio,convenience,ESVISA II,-3.9952037,40.6288642
comercio,convenience,Repsol,-3.7578375,40.4610513
comercio,bicycle_shop,Bicicletas Morenito,-4.0165476,40.6262036
comercio,supermarket,Carrefour,-4.1439893,40.5933266
comercio,supermarket,Maxi Dia,-4.1290064,40.5946961
hosteleria,pub,NA,-4.0484951,40.58998
hosteleria,restaurant,El Nautico,-4.048332,40.5903124
comercio,outdoor_shop,Deportes Vidal Espinosa,-4.0062538,40.6325527
comercio,bicycle_shop,NA,-4.0088016,40.627388
comercio,supermarket,Carrefour,-4.0078468,40.6364345
hosteleria,pub,La Frontera,-3.9956901,40.6427765
turismo,hotel,TRYP Chamberí,-3.7007985,40.4383553
hosteleria,restaurant,NA,-4.1527447,40.6385755
hosteleria,cafe,NA,-4.1531376,40.6399086
comercio,gift_shop,NA,-4.1531174,40.6401267
hosteleria,fast_food,Burger King,-3.5820056,40.5902284
hosteleria,restaurant,El Rincón de las Tablas,-3.6755645,40.4958129
comercio,butcher,Zurita e Hidalgo,-3.6783171,40.5034299
comercio,vending_parking,NA,-3.686397,40.4710445
hosteleria,restaurant,Bar-Restaurante La Parada,-3.5813898,40.4512504
hosteleria,restaurant,Bar los Arcos,-3.5815503,40.4512553
hosteleria,pub,Reciclaje,-4.092075,40.673108
hosteleria,restaurant,El Rosario,-3.6940691,40.4829998
comercio,kiosk,Quiosco de prensa,-3.6936461,40.483583
hosteleria,restaurant,El Escondite Jamonal,-3.6958009,40.4833027
comercio,convenience,Jao Chan,-3.6949842,40.4842487
comercio,butcher,NA,-3.6950594,40.484161
turismo,hotel,NH Zurbano,-3.6930029,40.438666
hosteleria,restaurant,Goiko Grill,-3.6384537,40.5302584
hosteleria,restaurant,El Oso,-3.6572587,40.5059739
comercio,supermarket,Mercadona,-3.7356711,40.3158644
comercio,supermarket,ALDI,-3.735438,40.3161279
turismo,hotel,AC Getafe,-3.7346292,40.3170276
turismo,hotel,Ibis Madrid Getafe,-3.7352178,40.3163133
hosteleria,restaurant,Las Ventas de Diego de Velázquez,-3.7328316,40.3167699
hosteleria,restaurant,Ôven,-3.6748903,40.5045383
hosteleria,restaurant,La Lola,-3.6746957,40.5059631
hosteleria,fast_food,Burger King,-3.6906699,40.510059
hosteleria,fast_food,Delina's,-3.6895046,40.4266834
hosteleria,restaurant,Sinsombrero,-3.6894651,40.4269232
comercio,garden_centre,Viveros Pradillo,-3.657242,40.5048003
hosteleria,cafe,Katrina,-4.0499132,40.7415609
hosteleria,cafe,NA,-4.0637637,40.7700472
comercio,bakery,NA,-3.689478,40.4978089
hosteleria,pub,The Glass Bar,-3.5884114,40.4697004
hosteleria,fast_food,McDonald's,-3.7041101,40.4474516
hosteleria,fast_food,Trek Taco,-3.7011852,40.4575603
hosteleria,fast_food,Burger King,-3.7009192,40.457912
hosteleria,fast_food,McDonald's,-3.6981353,40.460783
turismo,hotel,Caballero Errante,-3.6959871,40.4660938
hosteleria,restaurant,El Barracón,-3.6855922,40.504532
hosteleria,restaurant,Vips,-3.6665137,40.4968493
hosteleria,restaurant,Ginos,-3.6663936,40.4969066
comercio,supermarket,Mercadona,-4.0165737,40.6361611
hosteleria,cafe,Jazmín,-3.6652111,40.4807413
hosteleria,restaurant,Cafetería Globcafé,-3.667816,40.4828907
comercio,hairdresser,C & Arte,-3.6703097,40.482653
hosteleria,restaurant,La Fragua Del Pinar,-3.6705259,40.4825647
hosteleria,restaurant,Ni Hao,-3.6659151,40.4817015
hosteleria,restaurant,Restaurante La Tagliatela,-3.6655135,40.4862506
comercio,supermarket,Supercor,-3.7145294,40.6021936
comercio,supermarket,Maxi Dia,-4.1286869,40.6029811
comercio,convenience,Carrefour Express,-4.128517,40.6017787
hosteleria,restaurant,La Castafiore,-3.6935468,40.4230858
hosteleria,cafe,Ohana5,-3.4740863,40.4541309
hosteleria,cafe,Daylu,-3.471882,40.4535518
hosteleria,cafe,La Mezquita,-3.4705694,40.4506171
hosteleria,restaurant,Todo Rico,-3.4631402,40.4458464
hosteleria,pub,Manolo,-3.586551,40.47049
hosteleria,restaurant,Finca Lucero Celebraciones,-3.583035,40.4708871
hosteleria,restaurant,Finca Lucero,-3.582929,40.4705945
hosteleria,restaurant,El Porche,-3.5826133,40.4708744
hosteleria,pub,Las Villas,-3.5836814,40.4700566
hosteleria,pub,Cervecería Capilla,-3.5842017,40.4700567
hosteleria,pub,Bar Cris Mar,-3.584006,40.4700505
hosteleria,pub,NA,-3.5862729,40.4707011
comercio,car_dealership,"Motor Daytona, SA",-3.5818031,40.47134
hosteleria,pub,La Caprichosa,-3.5774536,40.4731531
turismo,hotel,Exe Tres Cantos,-3.7155594,40.5994432
comercio,supermarket,Ahorramás,-3.7078934,40.4037012
comercio,supermarket,Dia,-3.7081825,40.3991563
comercio,supermarket,Prima Prix,-3.6958532,40.3948613
comercio,supermarket,Carrefour,-3.8685624,40.4519859
comercio,supermarket,Aldi,-3.8672767,40.4561572
comercio,car_dealership,Talleres Ferrari,-3.6420667,40.4325607
hosteleria,restaurant,Can Punyetes,-3.710711,40.4159664
hosteleria,restaurant,Orale Compadre,-3.6443392,40.5322395
comercio,sports_shop,Decathlon,-3.6464041,40.530867
hosteleria,restaurant,La Cumbre,-3.7931761,40.4375239
comercio,supermarket,Alcampo,-3.8322325,40.3038227
hosteleria,cafe,NA,-3.6711726,40.5082246
comercio,car_dealership,Seat,-3.6329762,40.474093
hosteleria,pub,Bar El Tambarón,-3.6521732,40.4429073
comercio,supermarket,Supersol,-3.6528964,40.4432086
hosteleria,cafe,Torres,-3.6516829,40.4425545
hosteleria,restaurant,Bar Restaurante El Paleto,-3.6717472,40.4164723
comercio,convenience,Supercor Exprés,-3.676625,40.4159015
