grupo,tipo,nombre,X,Y,CMUN,CDIS,t3_1,puntos
hosteleria,bar,Bar Barocco,-3.7129344,40.4130638,079,01,43.76241536791854,3
comercio,toy_shop,Toys'R Us,-3.6470629,40.5304813,006,01,40.89541231960306,5
hosteleria,pub,Irish Rover,-3.6939836,40.4547254,079,06,43.76241536791854,5
hosteleria,pub,Lolita's,-3.6890368,40.4556239,079,05,43.76241536791854,3
comercio,bakery,NA,-3.689655,40.4857151,079,08,43.76241536791854,4
comercio,kiosk,NA,-3.6887631,40.484198,079,08,43.76241536791854,2
hosteleria,restaurant,Casa Ginés,-3.6852544,40.485413,079,08,43.76241536791854,3
hosteleria,restaurant,Mesón Gallego,-3.6926733,40.4857882,079,08,43.76241536791854,2
hosteleria,restaurant,Queen Burger Gourmet,-3.6920333,40.4855645,079,08,43.76241536791854,4
hosteleria,restaurant,tele-bocata,-3.6924531,40.4862924,079,08,43.76241536791854,4
hosteleria,pub,El Rincón de Salva II,-3.6922932999999998,40.4860327,079,08,43.76241536791854,2
hosteleria,restaurant,NA,-3.6868649,40.4843585,079,08,43.76241536791854,5
hosteleria,restaurant,NA,-3.6870451,40.4844368,079,08,43.76241536791854,4
hosteleria,pub,NA,-3.686596,40.4849747,079,08,43.76241536791854,3
hosteleria,pub,NA,-3.6863802,40.4848128,079,08,43.76241536791854,3
hosteleria,pub,La Muralla,-3.6853156,40.4854456,079,08,43.76241536791854,4
hosteleria,pub,Bar Acueducto,-3.6863931,40.4859346,079,08,43.76241536791854,2
comercio,florist,Floralbir,-3.6862337,40.4858578,079,08,43.76241536791854,4
comercio,hairdresser,Peluquería caballeros Florencio,-3.6871567,40.484238,079,08,43.76241536791854,5
comercio,kiosk,NA,-3.6904807,40.4874185,079,08,43.76241536791854,5
hosteleria,restaurant,Casa Mouriño,-3.6895993,40.485544,079,08,43.76241536791854,5
hosteleria,restaurant,Cafetería Jeymon,-3.6897672,40.4856113,079,08,43.76241536791854,4
comercio,convenience,chinos alimentación,-3.6903822,40.4860809,079,08,43.76241536791854,4
comercio,butcher,Carnicería,-3.6883259,40.4856172,079,08,43.76241536791854,3
comercio,kiosk,NA,-3.685245,40.4846036,079,08,43.76241536791854,4
hosteleria,restaurant,Tapería de Fuencarral,-3.68482,40.4849065,079,08,43.76241536791854,1
hosteleria,pub,"Bar ""La Toledana""",-3.6902926,40.4857917,079,08,43.76241536791854,5
turismo,hostel,"Habitaciones ""Aránzazu""",-3.6901415,40.485932,079,08,43.76241536791854,4
comercio,supermarket,Dia,-3.6902063,40.4853707,079,08,43.76241536791854,4
comercio,bakery,NA,-3.6907459,40.4859643,079,08,43.76241536791854,3
hosteleria,pub,Positivo gastrobar,-3.6890846,40.487335,079,08,43.76241536791854,5
hosteleria,pub,Las Torres,-3.6895729,40.487095,079,08,43.76241536791854,4
hosteleria,pub,La friolera,-3.7173167,40.4473599,079,09,43.76241536791854,2
comercio,kiosk,NA,-3.7176804,40.4474125,079,09,43.76241536791854,5
hosteleria,cafe,Condemar,-3.7149013,40.4463777,079,09,43.76241536791854,2
hosteleria,restaurant,Taberna la Tortuga,-3.714308,40.4468248,079,09,43.76241536791854,4
comercio,butcher,NA,-3.7141298,40.4465597,079,09,43.76241536791854,2
comercio,supermarket,Dia,-3.7119678,40.4471184,079,09,43.76241536791854,4
hosteleria,pub,Bar Derby,-3.6903193,40.4875148,079,08,43.76241536791854,4
comercio,supermarket,Frutería,-3.6898562,40.4873888,079,08,43.76241536791854,4
hosteleria,restaurant,Taberna Restaurante Txamizo,-3.6892092,40.4867692,079,08,43.76241536791854,2
comercio,supermarket,M-KOR,-3.6887967,40.4864013,079,08,43.76241536791854,2
comercio,bakery,MultiPan's,-3.6894525,40.4858434,079,08,43.76241536791854,4
hosteleria,fast_food,"Pollos ""El Sabroso""",-3.6898293,40.4859977,079,08,43.76241536791854,2
comercio,doityourself,Ferretería JA,-3.6901201,40.4860185,079,08,43.76241536791854,1
comercio,doityourself,Ferretería de Aluminio Carmetal,-3.6890489,40.4870215,079,08,43.76241536791854,4
comercio,supermarket,"Supermercado ""GAMA""",-3.6893842,40.4865081,079,08,43.76241536791854,3
comercio,greengrocer,"Frutería ""María del Mar""",-3.6892626,40.4864428,079,08,43.76241536791854,4
comercio,supermarket,Frutos secos,-3.6903694,40.4869532,079,08,43.76241536791854,4
comercio,stationery,"Papelería ""Graffiti""",-3.6902685,40.4857099,079,08,43.76241536791854,2
turismo,hostel,"Pensión ""Mónica""",-3.6896661,40.4855764,079,08,43.76241536791854,5
hosteleria,restaurant,Restaurante Fereva,-3.6895029,40.4854963,079,08,43.76241536791854,3
comercio,bakery,"Panadería pastelería ""Marines""",-3.6883279,40.4839533,079,08,43.76241536791854,5
comercio,bakery,"Pan y bebidas ""José María""",-3.68723,40.4845081,079,08,43.76241536791854,5
hosteleria,pub,"Bar ""annais""",-3.6868917,40.4849503,079,08,43.76241536791854,5
comercio,bakery,Alimentación CHINOS,-3.6873904,40.4856303,079,08,43.76241536791854,5
comercio,butcher,Carnicería Saunero y Paniagua,-3.6871409,40.4856239,079,08,43.76241536791854,5
comercio,kiosk,NA,-3.6937516,40.4877305,079,08,43.76241536791854,3
hosteleria,restaurant,Cafetería y comidas,-3.7297735,40.4486523,079,09,43.76241536791854,2
hosteleria,fast_food,McDonald's,-3.6926831,40.4096055,079,01,43.76241536791854,2
comercio,kiosk,Quiosco Prado,-3.6917429,40.4093955,079,03,43.76241536791854,2
turismo,hotel,NH Nacional,-3.6928352,40.4098332,079,01,43.76241536791854,4
comercio,kiosk,kiosco - estanco,-3.6927037,40.4094668,079,01,43.76241536791854,4
hosteleria,bar,NA,-3.6938073,40.4094884,079,01,43.76241536791854,2
hosteleria,fast_food,NA,-3.6956565,40.4104639,079,01,43.76241536791854,3
hosteleria,pub,Gujarat,-3.6966965,40.4109882,079,01,43.76241536791854,3
comercio,convenience,Tienda de Alimentación,-3.6967784,40.4110395,079,01,43.76241536791854,4
hosteleria,bar,NA,-3.6979403,40.4116383,079,01,43.76241536791854,5
hosteleria,restaurant,Fuente de la Fama,-3.6978097,40.4115676,079,01,43.76241536791854,1
hosteleria,pub,Casablanca,-3.6957127,40.4108575,079,01,43.76241536791854,3
hosteleria,restaurant,A Cañada,-3.6957132,40.4111815,079,01,43.76241536791854,5
comercio,convenience,Alimentación Mantequería,-3.695567,40.4125053,079,01,43.76241536791854,5
hosteleria,pub,La Tabernita de San Juan,-3.6956871,40.412496,079,01,43.76241536791854,4
hosteleria,bar,Fever,-3.6961583,40.4124453,079,01,43.76241536791854,1
hosteleria,restaurant,Arrocería Gala,-3.6963071,40.412427,079,01,43.76241536791854,4
hosteleria,pub,La Platería,-3.6943165,40.4127079,079,01,43.76241536791854,1
comercio,kiosk,NA,-3.6938445,40.4126615,079,01,43.76241536791854,3
hosteleria,restaurant,El Fogón Verde,-3.6939658,40.4122937,079,01,43.76241536791854,4
turismo,hotel,Hotel México,-3.6943236,40.4114334,079,01,43.76241536791854,4
comercio,supermarket,Chinos,-3.6947372,40.4110206,079,01,43.76241536791854,5
hosteleria,bar,La Hidria,-3.695685,40.4128038,079,01,43.76241536791854,5
hosteleria,bar,La Esquina,-3.6956873,40.4129838,079,01,43.76241536791854,3
hosteleria,pub,La Fetén,-3.6951865,40.4125537,079,01,43.76241536791854,5
hosteleria,pub,D'Bóveda,-3.6949558,40.4125743,079,01,43.76241536791854,4
comercio,supermarket,Dia,-3.6953446,40.4129105,079,01,43.76241536791854,3
hosteleria,bar,El Diario,-3.6957012,40.413178,079,01,43.76241536791854,1
hosteleria,bar,La Fábrica,-3.6956999,40.4136254,079,01,43.76241536791854,4
hosteleria,bar,Los Gatos,-3.6957073,40.4135119,079,01,43.76241536791854,4
hosteleria,bar,La Anchoíta,-3.695701,40.4133633,079,01,43.76241536791854,5
hosteleria,restaurant,El Rábano,-3.6957085,40.4134319,079,01,43.76241536791854,2
hosteleria,restaurant,Terra Mundi,-3.6960696,40.4136237,079,01,43.76241536791854,4
hosteleria,pub,Taberna de la Dolores,-3.6957781,40.4137383,079,01,43.76241536791854,4
hosteleria,bar,Taberna de la Daniela,-3.6957942,40.4141167,079,01,43.76241536791854,5
hosteleria,pub,Granja Blanca,-3.6955887,40.4137161,079,01,43.76241536791854,5
hosteleria,pub,La Taberna de Jose,-3.6958434,40.414563,079,01,43.76241536791854,4
turismo,hotel,The Westin Palace,-3.6958024,40.4154544,079,01,43.76241536791854,4
turismo,hotel,Hotel Villa Real,-3.6970821,40.4157301,079,01,43.76241536791854,5
hosteleria,restaurant,Edelweiss,-3.6966322,40.4169233,079,01,43.76241536791854,5
hosteleria,restaurant,El Secreto de Castilla,-3.6965924,40.4171806,079,01,43.76241536791854,3
hosteleria,restaurant,Sagardi,-3.6966034,40.4173325,079,01,43.76241536791854,1
turismo,hotel,Hostal Olga,-3.6969322,40.4168278,079,01,43.76241536791854,4
hosteleria,pub,Bar,-3.6970761,40.4168278,079,01,43.76241536791854,4
hosteleria,restaurant,Vegetariano,-3.6971908,40.416822,079,01,43.76241536791854,4
hosteleria,cafe,NA,-3.6973366,40.4168084,079,01,43.76241536791854,1
hosteleria,cafe,NA,-3.6961976,40.4182418,079,01,43.76241536791854,4
comercio,bicycle_rental,NA,-3.6908398,40.4232449,079,04,43.76241536791854,3
hosteleria,pub,Fórmula Nietos,-3.7022372,40.4043334,079,02,43.76241536791854,3
comercio,butcher,Carnicería,-3.7021908,40.4042641,079,02,43.76241536791854,5
comercio,convenience,Chinos - alimentación,-3.7020095,40.4040023,079,02,43.76241536791854,5
hosteleria,pub,La Cuadra,-3.7016814,40.4036196,079,02,43.76241536791854,3
hosteleria,fast_food,Döner Kebab,-3.701651,40.4035317,079,02,43.76241536791854,4
comercio,convenience,Chinos - alimentación,-3.7011902,40.4029771,079,02,43.76241536791854,5
hosteleria,cafe,Granier,-3.7019897,40.4046885,079,02,43.76241536791854,3
comercio,bakery,Granier,-3.7019897,40.4046885,079,02,43.76241536791854,5
comercio,greengrocer,La Verde Doncella,-3.7018264,40.4044417,079,02,43.76241536791854,2
hosteleria,pub,Los chiquitos,-3.7015443,40.4041266,079,02,43.76241536791854,3
hosteleria,pub,Bar Díaz,-3.7014278,40.4039506,079,02,43.76241536791854,4
comercio,convenience,Alimentación,-3.7013673,40.4041585,079,02,43.76241536791854,4
hosteleria,restaurant,Uskar,-3.7009208,40.4040925,079,02,43.76241536791854,4
comercio,convenience,Dia & Go,-3.7015311,40.4051443,079,02,43.76241536791854,4
hosteleria,restaurant,A Cañada,-3.7014847,40.4047549,079,02,43.76241536791854,5
comercio,supermarket,La Sirena,-3.7012155,40.4036812,079,02,43.76241536791854,4
hosteleria,pub,Indalo,-3.7006404,40.4036669,079,02,43.76241536791854,5
hosteleria,pub,El Encuentro,-3.7000905,40.403803,079,02,43.76241536791854,5
hosteleria,pub,El Valle,-3.6995978,40.4037373,079,02,43.76241536791854,5
comercio,convenience,Chinos - alimentación,-3.7011604,40.4040328,079,02,43.76241536791854,5
comercio,shoe_shop,Outlet de calzado,-3.7003536,40.404458,079,02,43.76241536791854,2
hosteleria,restaurant,Valdivieso,-3.6986721,40.4049362,079,02,43.76241536791854,4
hosteleria,restaurant,Hong,-3.6973199,40.4051914,079,02,43.76241536791854,2
comercio,convenience,Chinos - alimentación,-3.6980734,40.4061261,079,02,43.76241536791854,2
hosteleria,pub,Granadilla,-3.6971953,40.4050149,079,02,43.76241536791854,4
hosteleria,fast_food,Telepizza,-3.6974369,40.4027377,079,02,43.76241536791854,5
comercio,supermarket,Mercadona,-3.696878,40.4028283,079,02,43.76241536791854,4
hosteleria,pub,Bar Teide,-3.6959215,40.4041585,079,02,43.76241536791854,3
comercio,convenience,Chinos - alimentación,-3.6962581,40.4040199,079,02,43.76241536791854,4
hosteleria,fast_food,Döner Kebab,-3.6963438,40.4039297,079,02,43.76241536791854,3
hosteleria,pub,Bar,-3.6964406,40.4038286,079,02,43.76241536791854,2
hosteleria,pub,Chin Chin,-3.6956117,40.4047334,079,02,43.76241536791854,2
hosteleria,restaurant,Restaurante Indio,-3.6952969,40.4050712,079,02,43.76241536791854,4
comercio,convenience,NA,-3.6949384,40.4054539,079,02,43.76241536791854,4
hosteleria,pub,Croquetería Ven y verás,-3.6964274,40.4043696,079,02,43.76241536791854,2
comercio,convenience,Alimentación,-3.6962338,40.404582,079,02,43.76241536791854,3
comercio,hairdresser,NA,-3.6962007,40.4046153,079,02,43.76241536791854,3
hosteleria,pub,Bar,-3.6960055,40.4048223,079,02,43.76241536791854,3
hosteleria,pub,La Mayor,-3.7121513,40.4151603,079,01,43.76241536791854,1
hosteleria,bar,La Amarilla,-3.7111249,40.4154807,079,01,43.76241536791854,5
hosteleria,restaurant,Tapería Mayor,-3.7113374,40.4154405,079,01,43.76241536791854,5
hosteleria,cafe,NA,-3.7118077,40.4151444,079,01,43.76241536791854,2
comercio,bakery,Horno San Onofre,-3.7116415,40.4151622,079,01,43.76241536791854,4
hosteleria,restaurant,Arcade,-3.7115508,40.4152606,079,01,43.76241536791854,2
hosteleria,restaurant,Cruz Blanca,-3.710208,40.4156552,079,01,43.76241536791854,5
hosteleria,restaurant,NA,-3.7100123,40.4155619,079,01,43.76241536791854,2
hosteleria,restaurant,Taste Gallery,-3.7094547,40.4153729,079,01,43.76241536791854,3
comercio,convenience,SuperSano,-3.7091974,40.41575,079,01,43.76241536791854,1
hosteleria,restaurant,Taberneros,-3.7104348,40.4163669,079,01,43.76241536791854,4
hosteleria,restaurant,Arbonaida,-3.7106873,40.4164826,079,01,43.76241536791854,3
hosteleria,bar,Velicia,-3.7085285,40.416073,079,01,43.76241536791854,4
hosteleria,cafe,Chocolatería San Ginés,-3.706803,40.4167707,079,01,43.76241536791854,5
hosteleria,pub,Yambala,-3.7069412,40.4166338,079,01,43.76241536791854,1
hosteleria,restaurant,Grazie Mille,-3.7075072,40.416116100000004,079,01,43.76241536791854,5
hosteleria,fast_food,Burger King,-3.7050598,40.4160273,079,01,43.76241536791854,4
hosteleria,fast_food,KFC,-3.704493,40.4164854,079,01,43.76241536791854,5
hosteleria,fast_food,opera:pizza,-3.7089054,40.4177493,079,01,43.76241536791854,2
comercio,convenience,NA,-3.7092982,40.4177572,079,01,43.76241536791854,4
comercio,convenience,NA,-3.7087248,40.4180474,079,01,43.76241536791854,2
comercio,convenience,NA,-3.7088475,40.4187591,079,01,43.76241536791854,5
hosteleria,restaurant,Entre suspiro y suspiro,-3.7090308,40.4186369,079,01,43.76241536791854,5
hosteleria,restaurant,Ópera Victoria,-3.7089327,40.4185506,079,01,43.76241536791854,4
hosteleria,bar,Discoteca Olimpia,-3.7086559,40.4188918,079,01,43.76241536791854,5
hosteleria,restaurant,Wok King,-3.7077218,40.4196027,079,01,43.76241536791854,5
comercio,convenience,Alimentación,-3.7080629,40.4196933,079,01,43.76241536791854,4
comercio,greengrocer,Frutería,-3.7080701,40.4191441,079,01,43.76241536791854,4
hosteleria,restaurant,Taberna de los Ángeles,-3.7082433,40.4186643,079,01,43.76241536791854,5
turismo,hotel,Hotel Preciados,-3.7074213,40.4196853,079,01,43.76241536791854,5
hosteleria,restaurant,Lizarran,-3.7070086,40.4196449,079,01,43.76241536791854,3
hosteleria,pub,Cervercería Erte,-3.7074836,40.4192413,079,01,43.76241536791854,1
hosteleria,pub,NA,-3.7077324,40.4189473,079,01,43.76241536791854,5
turismo,hotel,Palacio San Martín,-3.7066997,40.4186548,079,01,43.76241536791854,2
hosteleria,pub,Doña Juana cervecería,-3.706309,40.4190743,079,01,43.76241536791854,1
turismo,hotel,Hotel Petit Palace Londres,-3.7043155,40.4181423,079,01,43.76241536791854,2
turismo,hotel,Hotel Europa,-3.7035489,40.4175269,079,01,43.76241536791854,4
hosteleria,restaurant,El Gaucho,-3.7031236,40.418183,079,01,43.76241536791854,3
comercio,convenience,NA,-3.7034663,40.4178368,079,01,43.76241536791854,1
hosteleria,cafe,Vianvi,-3.7034827,40.4185047,079,01,43.76241536791854,1
turismo,hotel,Hotel Liabeny,-3.7039628000000002,40.4187423,079,01,43.76241536791854,4
turismo,hotel,Hotel Petit Palace Plaza del Carmen,-3.7028511,40.4189577,079,01,43.76241536791854,5
hosteleria,restaurant,Artemisa,-3.7029076,40.419207,079,01,43.76241536791854,5
turismo,hotel,Anaco,-3.7030373,40.4192843,079,01,43.76241536791854,4
comercio,convenience,NA,-3.7029579,40.4193933,079,01,43.76241536791854,4
turismo,hotel,Hotel Arosa,-3.7031077,40.4197757,079,01,43.76241536791854,1
comercio,bookshop,Casa del Libro,-3.7032336,40.4199561,079,01,43.76241536791854,4
hosteleria,bar,NA,-3.7039069,40.4191018,079,01,43.76241536791854,5
hosteleria,restaurant,Takos Al Pastor,-3.7037389,40.418948,079,01,43.76241536791854,5
hosteleria,cafe,OVNI,-3.703326,40.4193676,079,01,43.76241536791854,4
hosteleria,pub,NA,-3.7040573,40.4193117,079,01,43.76241536791854,2
turismo,hotel,Hotel II Castillas,-3.7043567,40.4192335,079,01,43.76241536791854,4
hosteleria,fast_food,Pans & Company,-3.7029282,40.4202714,079,01,43.76241536791854,5
hosteleria,cafe,Starbucks,-3.7028563,40.4202661,079,01,43.76241536791854,4
turismo,hotel,Hotel Atlántico,-3.7045921,40.420392,079,01,43.76241536791854,3
hosteleria,fast_food,Burger King,-3.7049789,40.4204138,079,01,43.76241536791854,4
hosteleria,cafe,Starbucks,-3.7054691,40.4200282,079,01,43.76241536791854,3
hosteleria,fast_food,Rodilla,-3.7058085,40.4194819,079,01,43.76241536791854,3
hosteleria,restaurant,Ginos,-3.7068314,40.4205737,079,01,43.76241536791854,4
comercio,convenience,NA,-3.7096572,40.4224112,079,01,43.76241536791854,4
turismo,hotel,Alcalá Norte,-3.6213074,40.4365552,079,20,43.76241536791854,4
hosteleria,pub,Los Gamos,-3.7008624,40.4101569,079,01,43.76241536791854,4
hosteleria,restaurant,Preity Raj,-3.7008582,40.4102862,079,01,43.76241536791854,4
hosteleria,pub,La Aguja,-3.7007429,40.4105707,079,01,43.76241536791854,1
hosteleria,restaurant,A Cañada,-3.7004479,40.4109653,079,01,43.76241536791854,5
comercio,hairdresser,NA,-3.7004068,40.4110189,079,01,43.76241536791854,4
hosteleria,restaurant,Raja Mahal,-3.700326,40.4111374,079,01,43.76241536791854,5
hosteleria,restaurant,Moharaj,-3.700589,40.4110886,079,01,43.76241536791854,4
hosteleria,restaurant,Nap,-3.7005322,40.4108202,079,01,43.76241536791854,5
hosteleria,restaurant,Bombay Palace,-3.7008747,40.4107264,079,01,43.76241536791854,4
hosteleria,pub,NA,-3.6995485,40.4101321,079,01,43.76241536791854,1
hosteleria,pub,La Inquilina,-3.7009094,40.4096555,079,01,43.76241536791854,2
hosteleria,restaurant,NA,-3.7009194,40.4093708,079,01,43.76241536791854,1
hosteleria,pub,Viva Chapata,-3.7009059,40.4094201,079,01,43.76241536791854,4
hosteleria,pub,Shisha-Tetería Babilonia,-3.7010845,40.4093334,079,01,43.76241536791854,3
hosteleria,pub,El 15,-3.6993951,40.4105463,079,01,43.76241536791854,4
hosteleria,restaurant,El Aperitivo del Corazón,-3.6995223,40.4106867,079,01,43.76241536791854,5
hosteleria,cafe,El Despertar,-3.6994987,40.4107804,079,01,43.76241536791854,5
hosteleria,cafe,El Colmo,-3.6996972,40.4115173,079,01,43.76241536791854,4
hosteleria,pub,F.M.,-3.6995961,40.4115848,079,01,43.76241536791854,4
hosteleria,restaurant,O'Barquiño,-3.6994308,40.4114924,079,01,43.76241536791854,1
hosteleria,restaurant,La Temeraria,-3.700322,40.4117492,079,01,43.76241536791854,4
hosteleria,restaurant,El Dinosaurio,-3.700364,40.4116655,079,01,43.76241536791854,4
hosteleria,pub,Bodegas Alfaro,-3.7003917,40.4115875,079,01,43.76241536791854,5
comercio,supermarket,La Plaza de DIA,-3.8062873,40.4343031,115,01,41.46521748151595,5
comercio,supermarket,Molinaseca,-3.805326,40.4337478,115,01,41.46521748151595,4
hosteleria,restaurant,Ginos,-3.6226906,40.455063,079,16,43.76241536791854,5
hosteleria,restaurant,Wok,-3.622496,40.4550377,079,16,43.76241536791854,5
hosteleria,restaurant,Vips,-3.6222587,40.4549871,079,16,43.76241536791854,2
hosteleria,restaurant,Como Como Slow Food,-3.6226101,40.4367886,079,20,43.76241536791854,3
turismo,hotel,Hotel Ibis Barajas,-3.5807416,40.4698335,079,21,43.76241536791854,5
comercio,supermarket,Hipercor,-3.6178172,40.4563958,079,16,43.76241536791854,5
hosteleria,restaurant,Los Reyes,-3.9201748,40.7175029,023,01,39.362995903072694,2
hosteleria,restaurant,Asador don Baco,-3.9203127,40.7174658,023,01,39.362995903072694,3
hosteleria,restaurant,La Venta de El Boalo,-3.9203733,40.7174281,023,01,39.362995903072694,2
hosteleria,restaurant,La Venta de Isidro,-3.920457,40.7173984,023,01,39.362995903072694,2
hosteleria,restaurant,Mesón Agustín,-3.9196009,40.7174142,023,01,39.362995903072694,2
turismo,hotel,Hotel Clement Barajas,-3.5799099,40.4709687,079,21,43.76241536791854,5
hosteleria,restaurant,Restaurante Pico Pico,-3.6411778,40.445038,079,15,43.76241536791854,5
hosteleria,restaurant,Asador Rías Bajas,-3.6403865,40.4445989,079,15,43.76241536791854,4
hosteleria,restaurant,El Racó,-3.6384083,40.4424437,079,15,43.76241536791854,2
hosteleria,restaurant,Happiness,-3.6383442,40.4423564,079,15,43.76241536791854,5
hosteleria,restaurant,Comediante,-3.5803968,40.4704992,079,21,43.76241536791854,4
hosteleria,restaurant,La Escondida,-3.5839888,40.4696609,079,21,43.76241536791854,2
hosteleria,restaurant,La Plaza,-3.5771564,40.4739157,079,21,43.76241536791854,4
hosteleria,restaurant,Siena,-3.5786174,40.4723475,079,21,43.76241536791854,5
hosteleria,restaurant,Miravalles,-3.5798455,40.4710865,079,21,43.76241536791854,5
hosteleria,restaurant,Al Tran Tran,-3.5821536,40.47223,079,21,43.76241536791854,4
hosteleria,pub,Al Tran Tran,-3.5820559,40.4723877,079,21,43.76241536791854,5
hosteleria,pub,la estación,-3.6395198,40.4753392,079,16,43.76241536791854,5
hosteleria,pub,Breaking Bar,-3.6313812,40.4709165,079,16,43.76241536791854,5
hosteleria,pub,Bar Restaurante Miño,-3.6390134,40.4763773,079,16,43.76241536791854,5
hosteleria,restaurant,Jota Cinco,-3.6373154,40.4382334,079,15,43.76241536791854,5
hosteleria,restaurant,Mamma Juana,-3.6373926,40.438217,079,15,43.76241536791854,1
comercio,kiosk,NA,-3.6377347,40.4378363,079,20,43.76241536791854,4
hosteleria,restaurant,Grant's,-3.6364268,40.4397488,079,15,43.76241536791854,4
comercio,kiosk,NA,-3.6324081,40.4398746,079,20,43.76241536791854,3
comercio,kiosk,NA,-3.6350033,40.4381168,079,20,43.76241536791854,5
hosteleria,restaurant,Go,-3.6370092,40.4375703,079,20,43.76241536791854,5
hosteleria,restaurant,Matsuri,-3.6345377,40.443889,079,20,43.76241536791854,5
hosteleria,restaurant,Unus,-3.6344424,40.4439935,079,20,43.76241536791854,1
hosteleria,restaurant,Carlos,-3.6343156,40.4440493,079,20,43.76241536791854,3
hosteleria,restaurant,El Ratito,-3.6341149,40.4441386,079,20,43.76241536791854,5
comercio,supermarket,La Plaza de DIA,-3.6341303,40.4447687,079,20,43.76241536791854,4
hosteleria,restaurant,Eu Mundo,-3.6346069,40.4445466,079,20,43.76241536791854,4
hosteleria,restaurant,Casa Tampico,-3.635335,40.4448785,079,20,43.76241536791854,4
comercio,kiosk,NA,-3.6278933,40.4476313,079,20,43.76241536791854,1
comercio,gift_shop,Manos y Colores,-4.0040583,40.5759665,061,01,40.239904565261305,2
comercio,supermarket,Supersol,-3.798295,40.433958,115,01,41.46521748151595,5
comercio,convenience,Dia & Go,-3.7866978,40.4445042,079,09,43.76241536791854,5
comercio,supermarket,Molinaseca,-3.7849937,40.4512825,079,09,43.76241536791854,4
turismo,hotel,Hotel Mercedes,-3.6055949,40.0391591,013,04,41.10474015559546,2
hosteleria,pub,Tío Antonio,-3.7774345,40.5200567,079,08,43.76241536791854,5
hosteleria,pub,Hermanos Rodríguez,-3.7773737,40.5199058,079,08,43.76241536791854,2
hosteleria,restaurant,San Francisco,-3.7812549,40.5200258,079,08,43.76241536791854,3
hosteleria,restaurant,La Montaña,-3.7754372,40.5187667,079,08,43.76241536791854,5
hosteleria,restaurant,Mesón del Pardo,-3.7767025,40.5194084,079,08,43.76241536791854,4
hosteleria,restaurant,La Pepa,-3.6757441,40.5059026,079,08,43.76241536791854,5
